Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
71, Maru TEFERI, 17 AUG 1992, ISR, 1253," 27 AUG 2023"""," ""1174""",Marathon
71, Maru TEFERI, 17 AUG 1992, ISR, 1253," 21 MAY 2023"""," ""996""",10 Kilometres Road
71, Maru TEFERI, 17 AUG 1992, ISR, 1253," 23 APR 2023"""," ""TCS London Marathon",Marathon
71, Maru TEFERI, 17 AUG 1992, ISR, 1253," 19 MAR 2023"""," ""1043""",Half Marathon
72, Oqbe Kibrom RUESOM, 01 JAN 1998, ERI, 1251," 27 AUG 2023"""," ""World Athletics Championships",Marathon
72, Oqbe Kibrom RUESOM, 01 JAN 1998, ERI, 1251," 19 MAR 2023"""," ""1230""",Marathon
72, Oqbe Kibrom RUESOM, 01 JAN 1998, ERI, 1251," 29 JAN 2023"""," ""1146""",Half Marathon
73, Kenneth KETER, 04 AUG 1996, KEN, 1250," 26 NOV 2023"""," ""1229""",Marathon
73, Kenneth KETER, 04 AUG 1996, KEN, 1250," 15 OCT 2023"""," ""1082""",10 Kilometres Road
73, Kenneth KETER, 04 AUG 1996, KEN, 1250," 14 MAY 2023"""," ""1165""",Marathon
73, Kenneth KETER, 04 AUG 1996, KEN, 1250," 19 MAR 2023"""," ""1212""",Marathon
74, Shaohui YANG, 09 JUL 1992, CHN, 1250," 03 DEC 2023"""," ""1208""",Marathon
74, Shaohui YANG, 09 JUL 1992, CHN, 1250," 05 OCT 2023"""," ""1100""",Marathon
74, Shaohui YANG, 09 JUL 1992, CHN, 1250," 27 AUG 2023"""," ""1044""",Marathon
74, Shaohui YANG, 09 JUL 1992, CHN, 1250," 21 MAY 2023"""," ""1157""",Marathon
74, Shaohui YANG, 09 JUL 1992, CHN, 1250," 16 APR 2023"""," ""1117""",Marathon
74, Shaohui YANG, 09 JUL 1992, CHN, 1250," 19 MAR 2023"""," ""1197""",Marathon
75, Samsom AMARE, 01 JAN 1994, ERI, 1250," 16 DEC 2023"""," ""1208""",Marathon
75, Samsom AMARE, 01 JAN 1994, ERI, 1250," 01 OCT 2023"""," ""1174""",Half Marathon
75, Samsom AMARE, 01 JAN 1994, ERI, 1250," 26 MAR 2023"""," ""1170""",Half Marathon
76, Josphat BOIT, 25 NOV 1995, KEN, 1249," 10 DEC 2023"""," ""1132""",Marathon
76, Josphat BOIT, 25 NOV 1995, KEN, 1249," 24 SEP 2023"""," ""1233""",Marathon
76, Josphat BOIT, 25 NOV 1995, KEN, 1249," 02 APR 2023"""," ""1199""",Marathon
76, Josphat BOIT, 25 NOV 1995, KEN, 1249," 19 FEB 2023"""," ""1192""",Half Marathon
77, Stephen KISSA, 01 DEC 1988, UGA, 1247," 27 AUG 2023"""," ""1154""",Marathon
77, Stephen KISSA, 01 DEC 1988, UGA, 1247," 21 MAY 2023"""," ""1029""",10 Kilometres Road
77, Stephen KISSA, 01 DEC 1988, UGA, 1247," 05 MAR 2023"""," ""1206""",Marathon
78, Mahamed MAHAMED, 18 SEP 1997, GBR, 1245," 03 DEC 2023"""," ""1182""",Marathon
78, Mahamed MAHAMED, 18 SEP 1997, GBR, 1245," 01 OCT 2023"""," ""1125""",Half Marathon
78, Mahamed MAHAMED, 18 SEP 1997, GBR, 1245," 03 SEP 2023"""," ""1136""",Half Marathon
78, Mahamed MAHAMED, 18 SEP 1997, GBR, 1245," 15 JAN 2023"""," ""1061""",10 Kilometres Road
79, Naoki KOYAMA, 12 MAY 1996, JPN, 1245," 15 OCT 2023"""," ""1178""",Marathon
79, Naoki KOYAMA, 12 MAY 1996, JPN, 1245," 02 JUL 2023"""," ""1199""",Marathon
79, Naoki KOYAMA, 12 MAY 1996, JPN, 1245, 28:33.38 ," ""JPN""",10
79, Naoki KOYAMA, 12 MAY 1996, JPN, 1245," 05 MAR 2023"""," ""1190""",Marathon
80, Yihunilign ADANE, 29 FEB 1996, ETH, 1245," 29 OCT 2023"""," ""1199""",Marathon
80, Yihunilign ADANE, 29 FEB 1996, ETH, 1245," 28 MAY 2023"""," ""1187""",Marathon
81, Tafese DELELEGN, 11 SEP 1989, ETH, 1244," 29 OCT 2023"""," ""1175""",Marathon
81, Tafese DELELEGN, 11 SEP 1989, ETH, 1244," 21 MAY 2023"""," ""1158""",Marathon
82, Hassan CHAHDI, 07 MAY 1989, FRA, 1243," 08 OCT 2023"""," ""1143""",20 Kilometres Road
82, Hassan CHAHDI, 07 MAY 1989, FRA, 1243," 27 AUG 2023"""," ""1148""",Marathon
82, Hassan CHAHDI, 07 MAY 1989, FRA, 1243," 11 JUN 2023"""," ""938""",10 Kilometres Road
82, Hassan CHAHDI, 07 MAY 1989, FRA, 1243," 17 APR 2023"""," ""1145""",Marathon
82, Hassan CHAHDI, 07 MAY 1989, FRA, 1243," 05 MAR 2023"""," ""1127""",Half Marathon
83, Tsedat Abeje AYANA, 18 FEB 1996, ETH, 1243," 15 OCT 2023"""," ""1137""",Marathon
83, Tsedat Abeje AYANA, 18 FEB 1996, ETH, 1243," 15 JAN 2023"""," ""1150""",Marathon
84, Hendrik PFEIFFER, 18 MAR 1993, GER, 1241," 31 DEC 2023"""," ""1006""",10 Kilometres Road
84, Hendrik PFEIFFER, 18 MAR 1993, GER, 1241," 05 NOV 2023"""," ""1113""",Marathon
84, Hendrik PFEIFFER, 18 MAR 1993, GER, 1241," 29 OCT 2023"""," ""985""",Half Marathon
84, Hendrik PFEIFFER, 18 MAR 1993, GER, 1241," 24 SEP 2023"""," ""1180""",Marathon
84, Hendrik PFEIFFER, 18 MAR 1993, GER, 1241," 25 JUN 2023"""," ""972""",Half Marathon
84, Hendrik PFEIFFER, 18 MAR 1993, GER, 1241," 17 APR 2023"""," ""1102""",Marathon
84, Hendrik PFEIFFER, 18 MAR 1993, GER, 1241," 08 APR 2023"""," ""1032""",10 Kilometres Road
84, Hendrik PFEIFFER, 18 MAR 1993, GER, 1241," 26 MAR 2023"""," ""1070""",Half Marathon
85, Henok TESFAY, 22 NOV 2000, ERI, 1240," 22 OCT 2023"""," ""1195""",Marathon
85, Henok TESFAY, 22 NOV 2000, ERI, 1240," 23 APR 2023"""," ""1154""",Marathon
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238," 03 DEC 2023"""," ""1204""",Marathon
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238," 15 OCT 2023"""," ""Marathon Grand Championship - Paris 24 Selection Race",Marathon
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238," 30 SEP 2023"""," ""1006""",5000 Metres
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238," 15 JUL 2023"""," ""1007""",5000 Metres
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238, 28:57.69 ," ""JPN""",10
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238," 01 JUL 2023"""," ""1016""",5000 Metres
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238, 28:15.26 ," ""JPN""",10
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238, 28:45.94 ," ""JPN""",10
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238," 08 APR 2023"""," ""1049""",5000 Metres
86, Kyohei HOSOYA, 31 AUG 1995, JPN, 1238," 05 MAR 2023"""," ""1191""",Marathon
87, Shura KITATA, 09 JUN 1996, ETH, 1237," 05 NOV 2023"""," ""1207""",Marathon
87, Shura KITATA, 09 JUN 1996, ETH, 1237," 17 APR 2023"""," ""1118""",Marathon
87, Shura KITATA, 09 JUN 1996, ETH, 1237," 15 JAN 2023"""," ""1136""",Half Marathon
88, Kinde ATANAW, 15 APR 1993, ETH, 1237," 26 NOV 2023"""," ""1186""",Marathon
88, Kinde ATANAW, 15 APR 1993, ETH, 1237," 23 APR 2023"""," ""TCS London Marathon",Marathon
89, Koen NAERT, 03 SEP 1989, BEL, 1237," 05 NOV 2023"""," ""1153""",Marathon
89, Koen NAERT, 03 SEP 1989, BEL, 1237," 03 SEP 2023"""," ""1065""",10 Kilometres Road
89, Koen NAERT, 03 SEP 1989, BEL, 1237," 05 AUG 2023"""," ""993""",10 Kilometres Road
89, Koen NAERT, 03 SEP 1989, BEL, 1237," 16 APR 2023"""," ""1212""",Marathon
89, Koen NAERT, 03 SEP 1989, BEL, 1237," 12 FEB 2023"""," ""867""",10 Kilometres Road
90, Kemal HUSEN, 24 MAY 2003, ETH, 1236," 29 OCT 2023"""," ""1213""",Marathon
90, Kemal HUSEN, 24 MAY 2003, ETH, 1236," 12 FEB 2023"""," ""1191""",Marathon
91, Titus KIPRUTO, 25 JUN 1998, KEN, 1235," 03 DEC 2023"""," ""1204""",Marathon
91, Titus KIPRUTO, 25 JUN 1998, KEN, 1235," 27 AUG 2023"""," ""1147""",Marathon
91, Titus KIPRUTO, 25 JUN 1998, KEN, 1235," 05 MAR 2023"""," ""1235""",Marathon
92, Kipkemoi KIPRONO, 12 SEP 1995, KEN, 1235," 22 OCT 2023"""," ""1202""",Marathon
92, Kipkemoi KIPRONO, 12 SEP 1995, KEN, 1235," 22 JUN 2023"""," ""1048""",5000 Metres
92, Kipkemoi KIPRONO, 12 SEP 1995, KEN, 1235," 03 JUN 2023"""," ""1132""",Half Marathon
92, Kipkemoi KIPRONO, 12 SEP 1995, KEN, 1235," 02 APR 2023"""," ""1169""",Marathon
93, Asbel RUTTO, 12 FEB 2002, KEN, 1232," 10 DEC 2023"""," ""1164""",Marathon
93, Asbel RUTTO, 12 FEB 2002, KEN, 1232," 08 OCT 2023"""," ""1150""",Marathon
93, Asbel RUTTO, 12 FEB 2002, KEN, 1232," 12 MAR 2023"""," ""French Cross Country Championships",Cross Country Long Race
93, Asbel RUTTO, 12 FEB 2002, KEN, 1232, 28:57.21 ," ""KEN""",10
94, Michael KAMAU, 25 FEB 1992, KEN, 1232," 03 DEC 2023"""," ""1188""",Marathon
94, Michael KAMAU, 25 FEB 1992, KEN, 1232," 27 AUG 2023"""," ""1159""",Marathon
95, Philemon RONO, 08 FEB 1991, KEN, 1232," 01 OCT 2023"""," ""1212""",Marathon
95, Philemon RONO, 08 FEB 1991, KEN, 1232," 07 MAY 2023"""," ""1213""",Marathon
95, Philemon RONO, 08 FEB 1991, KEN, 1232," 15 JAN 2023"""," ""1181""",Marathon
96, Cyrus MUTAI, 08 JAN 1993, KEN, 1232," 08 OCT 2023"""," ""1224""",Marathon
96, Cyrus MUTAI, 08 JAN 1993, KEN, 1232," 16 APR 2023"""," ""1189""",Marathon
97, Felix KIPKOECH, 01 FEB 1998, KEN, 1228," 29 OCT 2023"""," ""1198""",Marathon
97, Felix KIPKOECH, 01 FEB 1998, KEN, 1228," 27 AUG 2023"""," ""1208""",Half Marathon
98, Melaku BELACHEW, 19 MAY 1990, ETH, 1228," 17 SEP 2023"""," ""1103""",Marathon
98, Melaku BELACHEW, 19 MAY 1990, ETH, 1228," 16 JUL 2023"""," ""1085""",Marathon
98, Melaku BELACHEW, 19 MAY 1990, ETH, 1228," 16 APR 2023"""," ""1101""",Marathon
98, Melaku BELACHEW, 19 MAY 1990, ETH, 1228," 19 FEB 2023"""," ""1101""",Marathon
99, Boniface KIMUTAI, 12 AUG 1995, KEN, 1227," 24 SEP 2023"""," ""1243""",Marathon
99, Boniface KIMUTAI, 12 AUG 1995, KEN, 1227," 16 APR 2023"""," ""1172""",Marathon
100, Nicholas KIRWA, 16 JUN 1994, KEN, 1227," 03 DEC 2023"""," ""1096""",Marathon
100, Nicholas KIRWA, 16 JUN 1994, KEN, 1227," 26 NOV 2023"""," ""1139""",Marathon
100, Nicholas KIRWA, 16 JUN 1994, KEN, 1227," 27 AUG 2023"""," ""1108""",Marathon
101, Kennedy KIMUTAI, 03 JUN 1999, KEN, 1227," 29 APR 2023"""," ""1170""",Half Marathon
101, Kennedy KIMUTAI, 03 JUN 1999, KEN, 1227," 19 MAR 2023"""," ""1056""",Half Marathon
102, Getaneh MOLLA, 10 JAN 1994, ETH, 1226," 03 DEC 2023"""," ""1198""",Marathon
102, Getaneh MOLLA, 10 JAN 1994, ETH, 1226," 17 SEP 2023"""," ""1138""",Marathon
103, Justus KANGOGO, 10 OCT 1995, KEN, 1226," 24 SEP 2023"""," ""1228""",Marathon
103, Justus KANGOGO, 10 OCT 1995, KEN, 1226," 07 MAY 2023"""," ""1199""",Marathon
103, Justus KANGOGO, 10 OCT 1995, KEN, 1226," 19 MAR 2023"""," ""Seoul Marathon - Men's Race",Marathon
104, Collins Kipkirui KIPKORIR, 2001, KEN, 1225," 09 SEP 2023"""," ""1105""",Half Marathon
105, Gebru REDAHGNE, 23 MAR 2000, ETH, 1224," 29 OCT 2023"""," ""1156""",Marathon
105, Gebru REDAHGNE, 23 MAR 2000, ETH, 1224," 22 OCT 2023"""," ""1182""",Marathon
106, Elroy GELANT, 25 AUG 1986, RSA, 1224," 01 OCT 2023"""," ""1149""",Half Marathon
106, Elroy GELANT, 25 AUG 1986, RSA, 1224," 03 JUN 2023"""," ""1127""",Half Marathon
106, Elroy GELANT, 25 AUG 1986, RSA, 1224, 28:42.22 ," ""RSA""",10
106, Elroy GELANT, 25 AUG 1986, RSA, 1224," 30 MAR 2023"""," ""953""",1500 Metres
107, Debessay DESALE, 11 DEC 1988, ERI, 1223," 26 NOV 2023"""," ""1172""",Marathon
108, Isaac MPOFU, 20 AUG 1988, ZIM, 1222," 03 DEC 2023"""," ""1200""",Marathon
108, Isaac MPOFU, 20 AUG 1988, ZIM, 1222," 27 AUG 2023"""," ""1135""",Marathon
108, Isaac MPOFU, 20 AUG 1988, ZIM, 1222," 17 APR 2023"""," ""1074""",Marathon
109, Benard KIPKORIR, 10 OCT 1990, KEN, 1222," 10 DEC 2023"""," ""1168""",Marathon
109, Benard KIPKORIR, 10 OCT 1990, KEN, 1222," 15 OCT 2023"""," ""1130""",Marathon
109, Benard KIPKORIR, 10 OCT 1990, KEN, 1222," 07 MAY 2023"""," ""1153""",Marathon
110, Titus Kimutai KIPKOSGEI, 08 NOV 1998, KEN, 1222," 24 SEP 2023"""," ""BMW Berlin Marathon",Marathon
110, Titus Kimutai KIPKOSGEI, 08 NOV 1998, KEN, 1222," 23 APR 2023"""," ""1198""",Marathon
110, Titus Kimutai KIPKOSGEI, 08 NOV 1998, KEN, 1222," 21 JAN 2023"""," ""1178""",Marathon
111, Iliass AOUANI, 29 SEP 1995, ITA, 1221," 10 DEC 2023"""," ""29th SPAR European Cross Country Championships",Cross Country Senior Race
111, Iliass AOUANI, 29 SEP 1995, ITA, 1221," 05 NOV 2023"""," ""1145""",Marathon
111, Iliass AOUANI, 29 SEP 1995, ITA, 1221," 01 OCT 2023"""," ""1074""",Half Marathon
111, Iliass AOUANI, 29 SEP 1995, ITA, 1221," 10 SEP 2023"""," ""1067""",10 Kilometres Road
111, Iliass AOUANI, 29 SEP 1995, ITA, 1221," 26 JUL 2023"""," ""Giro Podistico di Castelbuono",Road Race
111, Iliass AOUANI, 29 SEP 1995, ITA, 1221," 01 JUL 2023"""," ""1028""",3000 Metres
111, Iliass AOUANI, 29 SEP 1995, ITA, 1221," 19 MAR 2023"""," ""1206""",Marathon
112, Adane KEBEDE, 1996, ETH, 1220," 15 OCT 2023"""," ""1136""",Marathon
112, Adane KEBEDE, 1996, ETH, 1220," 30 APR 2023"""," ""1165""",Marathon
112, Adane KEBEDE, 1996, ETH, 1220," 20 JAN 2023"""," ""1212""",Marathon
113, Robert KWAMBAI, 22 NOV 1985, KEN, 1220," 22 OCT 2023"""," ""1186""",Marathon
113, Robert KWAMBAI, 22 NOV 1985, KEN, 1220," 16 APR 2023"""," ""1094""",Marathon
114, Ashenafi MOGES, 15 NOV 1994, ETH, 1220," 03 JUN 2023"""," ""1151""",Marathon
114, Ashenafi MOGES, 15 NOV 1994, ETH, 1220," 19 MAR 2023"""," ""1211""",Marathon
114, Ashenafi MOGES, 15 NOV 1994, ETH, 1220," 21 JAN 2023"""," ""1134""",Marathon
115, Simon KARIUKI, 01 APR 1996, KEN, 1218," 03 DEC 2023"""," ""1146""",Marathon
115, Simon KARIUKI, 01 APR 1996, KEN, 1218, 28:11.52 ," ""JPN""",10
115, Simon KARIUKI, 01 APR 1996, KEN, 1218, 29:23.99 ," ""JPN""",10
115, Simon KARIUKI, 01 APR 1996, KEN, 1218," 04 MAY 2023"""," ""1031""",5000 Metres
115, Simon KARIUKI, 01 APR 1996, KEN, 1218," 26 FEB 2023"""," ""1170""",Marathon
115, Simon KARIUKI, 01 APR 1996, KEN, 1218," 29 JAN 2023"""," ""1118""",Half Marathon
116, Afewerk MESFIN, 12 OCT 1992, ETH, 1218," 31 DEC 2023"""," ""1130""",Marathon
116, Afewerk MESFIN, 12 OCT 1992, ETH, 1218," 15 OCT 2023"""," ""1137""",Marathon
116, Afewerk MESFIN, 12 OCT 1992, ETH, 1218," 11 JUN 2023"""," ""1152""",Marathon
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 03 DEC 2023"""," ""1206""",Marathon
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 29 OCT 2023"""," ""1173""",Half Marathon
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 08 OCT 2023"""," ""1140""",20 Kilometres Road
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 30 SEP 2023"""," ""Norgesløpet",10 Kilometres Road
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 16 SEP 2023"""," ""1088""",10 Kilometres Road
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 27 AUG 2023"""," ""1108""",Marathon
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 23 APR 2023"""," ""1154""",Marathon
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 12 MAR 2023"""," ""1103""",Half Marathon
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 22 JAN 2023"""," ""1041""",Half Marathon
117, Sondre Nordstad MOEN, 12 JAN 1991, NOR, 1217," 15 JAN 2023"""," ""1038""",10 Kilometres Road
118, Moses KIBET, 04 FEB 1997, KEN, 1217," 10 DEC 2023"""," ""1176""",Marathon
118, Moses KIBET, 04 FEB 1997, KEN, 1217," 17 SEP 2023"""," ""1103""",Marathon
118, Moses KIBET, 04 FEB 1997, KEN, 1217," 29 APR 2023"""," ""1129""",Half Marathon
118, Moses KIBET, 04 FEB 1997, KEN, 1217," 08 APR 2023"""," ""982""",10 Kilometres Road
119, Dejene MEGERSA, 24 JAN 2005, ETH, 1217," 29 SEP 2024"""," ""1197""",Marathon
119, Dejene MEGERSA, 24 JAN 2005, ETH, 1217," 07 APR 2024"""," ""1182""",Marathon
119, Dejene MEGERSA, 24 JAN 2005, ETH, 1217," 07 JAN 2024"""," ""1233""",Marathon
120, Berhane Tsegay TEKLE, 01 JAN 1983, ERI, 1217," 10 DEC 2023"""," ""1137""",Marathon
120, Berhane Tsegay TEKLE, 01 JAN 1983, ERI, 1217," 27 AUG 2023"""," ""1061""",Marathon
120, Berhane Tsegay TEKLE, 01 JAN 1983, ERI, 1217," 02 APR 2023"""," ""1205""",Marathon
121, Joel Kemboi KIMURER, 21 JAN 1988, KEN, 1217," 29 OCT 2023"""," ""1195""",Marathon
121, Joel Kemboi KIMURER, 21 JAN 1988, KEN, 1217," 19 MAR 2023"""," ""1218""",Marathon
122, Tsegaye GETACHEW, 30 NOV 1996, ETH, 1216," 17 DEC 2023"""," ""1040""",Half Marathon
122, Tsegaye GETACHEW, 30 NOV 1996, ETH, 1216," 27 AUG 2023"""," ""1128""",Marathon
122, Tsegaye GETACHEW, 30 NOV 1996, ETH, 1216," 02 JUL 2023"""," ""902""",5000 Metres
122, Tsegaye GETACHEW, 30 NOV 1996, ETH, 1216," 21 MAY 2023"""," ""893""",5000 Metres
122, Tsegaye GETACHEW, 30 NOV 1996, ETH, 1216," 05 MAR 2023"""," ""1237""",Marathon
123, Bethwel YEGON, 05 JAN 1993, KEN, 1216," 03 DEC 2023"""," ""1123""",Marathon
123, Bethwel YEGON, 05 JAN 1993, KEN, 1216," 08 OCT 2023"""," ""1070""",Half Marathon
123, Bethwel YEGON, 05 JAN 1993, KEN, 1216," 23 APR 2023"""," ""1211""",Marathon
123, Bethwel YEGON, 05 JAN 1993, KEN, 1216," 26 FEB 2023"""," ""1043""",Half Marathon
124, Leonard LANGAT, 02 AUG 1996, KEN, 1216," 29 OCT 2023"""," ""1197""",Marathon
124, Leonard LANGAT, 02 AUG 1996, KEN, 1216," 27 AUG 2023"""," ""1135""",Marathon
124, Leonard LANGAT, 02 AUG 1996, KEN, 1216," 24 MAY 2023"""," ""998""",5000 Metres
124, Leonard LANGAT, 02 AUG 1996, KEN, 1216," 19 MAR 2023"""," ""1157""",Marathon
125, Michael Mugo GITHAE, 26 AUG 1994, KEN, 1215," 03 DEC 2023"""," ""1208""",Marathon
125, Michael Mugo GITHAE, 26 AUG 1994, KEN, 1215," 15 OCT 2023"""," ""1055""",10 Kilometres Road
125, Michael Mugo GITHAE, 26 AUG 1994, KEN, 1215," 23 APR 2023"""," ""1151""",Marathon
126, Jie HE, 27 DEC 1998, CHN, 1215," 05 OCT 2023"""," ""1110""",Marathon
126, Jie HE, 27 DEC 1998, CHN, 1215," 27 AUG 2023"""," ""1003""",Marathon
126, Jie HE, 27 DEC 1998, CHN, 1215," 16 JUL 2023"""," ""1068""",Marathon
126, Jie HE, 27 DEC 1998, CHN, 1215, 29:45.50 ," ""CHN""",10
126, Jie HE, 27 DEC 1998, CHN, 1215," 26 APR 2023"""," ""920""",5000 Metres
126, Jie HE, 27 DEC 1998, CHN, 1215," 16 APR 2023"""," ""1118""",Marathon
126, Jie HE, 27 DEC 1998, CHN, 1215," 19 MAR 2023"""," ""1202""",Marathon
127, Richard RINGER, 27 FEB 1989, GER, 1215," 03 DEC 2023"""," ""1209""",Marathon
127, Richard RINGER, 27 FEB 1989, GER, 1215," 01 OCT 2023"""," ""1077""",Half Marathon
127, Richard RINGER, 27 FEB 1989, GER, 1215," 10 SEP 2023"""," ""1006""",10 Kilometres Road
127, Richard RINGER, 27 FEB 1989, GER, 1215," 26 JUL 2023"""," ""Giro Podistico di Castelbuono",Road Race
127, Richard RINGER, 27 FEB 1989, GER, 1215," 25 JUN 2023"""," ""952""",10 Kilometres Road
127, Richard RINGER, 27 FEB 1989, GER, 1215," 23 APR 2023"""," ""1191""",Marathon
127, Richard RINGER, 27 FEB 1989, GER, 1215," 26 MAR 2023"""," ""1118""",Half Marathon
127, Richard RINGER, 27 FEB 1989, GER, 1215," 19 FEB 2023"""," ""1140""",Half Marathon
127, Richard RINGER, 27 FEB 1989, GER, 1215," 12 FEB 2023"""," ""1095""",5 Kilometres Road
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 03 DEC 2023"""," ""1200""",Marathon
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 15 OCT 2023"""," ""1184""",Marathon
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 17 SEP 2023"""," ""1108""",10 Miles Road
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 17 JUN 2023"""," ""1014""",Half Marathon
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 03 JUN 2023"""," ""999""",Half Marathon
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 20 MAY 2023"""," ""968""",Half Marathon
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 02 APR 2023"""," ""1005""",10 Kilometres Road
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 26 MAR 2023"""," ""1067""",Half Marathon
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 12 MAR 2023"""," ""1072""",Half Marathon
128, Khalid CHOUKOUD, 23 MAR 1986, NED, 1214," 12 FEB 2023"""," ""1080""",10 Kilometres Road
129, Mekuant AYENEW, 24 OCT 1991, ETH, 1214," 29 OCT 2023"""," ""1164""",Marathon
129, Mekuant AYENEW, 24 OCT 1991, ETH, 1214," 19 FEB 2023"""," ""1238""",Marathon
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 03 DEC 2023"""," ""1185""",Marathon
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 15 OCT 2023"""," ""1172""",Marathon
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 10 SEP 2023"""," ""1093""",Marathon
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 12 JUL 2023"""," ""968""",5000 Metres
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 08 JUL 2023"""," ""955""",5000 Metres
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 02 JUL 2023"""," ""1118""",Marathon
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 07 MAY 2023"""," ""1030""",Marathon
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 26 FEB 2023"""," ""1201""",Marathon
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 05 FEB 2023"""," ""1074""",Half Marathon
130, Yuki KAWAUCHI, 05 MAR 1987, JPN, 1213," 29 JAN 2023"""," ""1038""",Half Marathon
131, Edward CHESEREK, 02 FEB 1994, KEN, 1213," 05 NOV 2023"""," ""1142""",Marathon
131, Edward CHESEREK, 02 FEB 1994, KEN, 1213," 17 SEP 2023"""," ""1219""",Half Marathon
131, Edward CHESEREK, 02 FEB 1994, KEN, 1213," 19 MAR 2023"""," ""1070""",Half Marathon
131, Edward CHESEREK, 02 FEB 1994, KEN, 1213," 15 JAN 2023"""," ""1113""",Half Marathon
132, Yemaneberhan CRIPPA, 15 OCT 1996, ITA, 1212," 31 DEC 2023"""," ""1127""",10 Kilometres Road
132, Yemaneberhan CRIPPA, 15 OCT 1996, ITA, 1212," 10 DEC 2023"""," ""29th SPAR European Cross Country Championships",Cross Country Senior Race
132, Yemaneberhan CRIPPA, 15 OCT 1996, ITA, 1212," 25 JUN 2023"""," ""1087""",5000 Metres
132, Yemaneberhan CRIPPA, 15 OCT 1996, ITA, 1212," 17 JUN 2023"""," ""1128""",3000 Metres
132, Yemaneberhan CRIPPA, 15 OCT 1996, ITA, 1212," 02 APR 2023"""," ""1178""",Marathon
133, Nicolas NAVARRO, 12 MAR 1991, FRA, 1212," 03 DEC 2023"""," ""1229""",Marathon
133, Nicolas NAVARRO, 12 MAR 1991, FRA, 1212," 29 OCT 2023"""," ""911""",20 Kilometres Road
133, Nicolas NAVARRO, 12 MAR 1991, FRA, 1212," 08 OCT 2023"""," ""1097""",20 Kilometres Road
133, Nicolas NAVARRO, 12 MAR 1991, FRA, 1212," 19 FEB 2023"""," ""1215""",Marathon
134, Brett ROBINSON, 08 MAY 1991, AUS, 1212," 03 DEC 2023"""," ""1185""",Marathon
134, Brett ROBINSON, 08 MAY 1991, AUS, 1212," 17 SEP 2023"""," ""953""",Marathon
134, Brett ROBINSON, 08 MAY 1991, AUS, 1212," 01 JUL 2023"""," ""1097""",Half Marathon
134, Brett ROBINSON, 08 MAY 1991, AUS, 1212," 11 JUN 2023"""," ""1115""",10 Kilometres Road
134, Brett ROBINSON, 08 MAY 1991, AUS, 1212," 23 APR 2023"""," ""1155""",Marathon
136, Samuel FITWI SIBHATU, 01 JAN 1996, GER, 1211," 24 SEP 2023"""," ""1186""",Marathon
136, Samuel FITWI SIBHATU, 01 JAN 1996, GER, 1211," 02 APR 2023"""," ""1118""",Half Marathon
136, Samuel FITWI SIBHATU, 01 JAN 1996, GER, 1211," 19 FEB 2023"""," ""1123""",Marathon
137, Yohei IKEDA, 22 JUN 1998, JPN, 1209," 25 NOV 2023"""," ""1084""",5000 Metres
137, Yohei IKEDA, 22 JUN 1998, JPN, 1209," 05 OCT 2023"""," ""1078""",Marathon
