Place,Competitor,DOB,Nationality,Score,Date,res,City
75, Samsom AMARE,01 JAN 1994, ERI, 1250, 01 OCT 2023,LAT,Riga
75, Samsom AMARE,01 JAN 1994, ERI, 1250, 26 MAR 2023,NED,Venlo
75, Samsom AMARE,01 JAN 1994, ERI, 1250, 18 FEB 2023,AUS,Bathurst
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 10 DEC 2023,MEX,Monterrey
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 24 SEP 2023,GER,Berlin
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 29:13.68 ,GER,Kenya Police Championships
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 02 APR 2023,FRA,Paris
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 19 FEB 2023,ESP,Barcelona
77, Stephen KISSA,01 DEC 1988, UGA, 1247, 27 AUG 2023,ESP,Budapest 2023
77, Stephen KISSA,01 DEC 1988, UGA, 1247, 21 MAY 2023,IND,Bengaluru
77, Stephen KISSA,01 DEC 1988, UGA, 1247, 05 MAR 2023,JPN,Tokyo
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 03 DEC 2023,ESP,Valencia
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 01 OCT 2023,LAT,Riga
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 03 SEP 2023,GBR,London
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 01 MAY 2023,Manchester,Manchester Regional Arena
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 15 JAN 2023,ESP,Valencia
79, Naoki KOYAMA,12 MAY 1996, JPN, 1245, 15 OCT 2023,JPN,Tokyo
79, Naoki KOYAMA,12 MAY 1996, JPN, 1245, 02 JUL 2023,AUS,Gold Coast
79, Naoki KOYAMA,12 MAY 1996, JPN, 1245, 28:33.38 ,AUS,65th East Japan Corporate Athletics Championships
79, Naoki KOYAMA,12 MAY 1996, JPN, 1245, 05 MAR 2023,JPN,Tokyo
80, Yihunilign ADANE,29 FEB 1996, ETH, 1245, 29 OCT 2023,CHN,Beijing
80, Yihunilign ADANE,29 FEB 1996, ETH, 1245, 28 MAY 2023,CAN,Ottawa
81, Tafese DELELEGN,11 SEP 1989, ETH, 1244, 29 OCT 2023,CHN,Changsha
81, Tafese DELELEGN,11 SEP 1989, ETH, 1244, 21 MAY 2023,CHN,Taiyuan
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 03 DEC 2023,SUI,Genève - Non-standard distance 7.323
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 08 OCT 2023,FRA,Paris
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 27 AUG 2023,FRA,Budapest 2023
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 11 JUN 2023,FRA,Paris
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 17 APR 2023,USA,Boston
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 05 MAR 2023,FRA,Paris
83, Tsedat Abeje AYANA,18 FEB 1996, ETH, 1243, 15 OCT 2023,CHN,Dalian
83, Tsedat Abeje AYANA,18 FEB 1996, ETH, 1243, 15 JAN 2023,USA,Houston
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 31 DEC 2023,ITA,Bolzano
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 05 NOV 2023,USA,New York
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 29 OCT 2023,SUI,Luzern - World Military Championships
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 24 SEP 2023,GER,Berlin
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 25 JUN 2023,GER,Hamburg
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 17 APR 2023,USA,Boston
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 08 APR 2023,GER,Paderborn
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 26 MAR 2023,GER,Hannover
85, Henok TESFAY,22 NOV 2000, ERI, 1240, 22 OCT 2023,SLO,Ljubljana
85, Henok TESFAY,22 NOV 2000, ERI, 1240, 23 APR 2023,GER,Hamburg
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 03 DEC 2023,JPN,Fukuoka
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 15 OCT 2023,JPN,Tokyo
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 30 SEP 2023,JPN,Municipal Stadium
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 15 JUL 2023,JPN,Aoba Park Athletic Field
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 28:57.69 ,JPN,Hokuren Distance Challenge 2023 - Abashiri
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 01 JUL 2023,JPN,Athletics Stadium
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 28:15.26 ,JPN,34th Golden Games
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 28:45.94 ,JPN,71st Hyogo Relay Carnival
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 08 APR 2023,JPN,Egao Kenko Stadium
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 05 MAR 2023,JPN,Tokyo
87, Shura KITATA,09 JUN 1996, ETH, 1237, 05 NOV 2023,USA,New York
87, Shura KITATA,09 JUN 1996, ETH, 1237, 17 APR 2023,USA,Boston
87, Shura KITATA,09 JUN 1996, ETH, 1237, 15 JAN 2023,USA,Houston
88, Kinde ATANAW,15 APR 1993, ETH, 1237, 26 NOV 2023,CHN,Shanghai
88, Kinde ATANAW,15 APR 1993, ETH, 1237, 23 APR 2023,GBR,London
89, Koen NAERT,03 SEP 1989, BEL, 1237, 05 NOV 2023,USA,New York
89, Koen NAERT,03 SEP 1989, BEL, 1237, 03 SEP 2023,NED,Rotterdam
89, Koen NAERT,03 SEP 1989, BEL, 1237, 05 AUG 2023,BEL,Oscar van Rumst Stadion
89, Koen NAERT,03 SEP 1989, BEL, 1237, 16 APR 2023,NED,Rotterdam
89, Koen NAERT,03 SEP 1989, BEL, 1237, 12 FEB 2023,NED,Schoorl
90, Kemal HUSEN,24 MAY 2003, ETH, 1236, 29 OCT 2023,IRL,Dublin
90, Kemal HUSEN,24 MAY 2003, ETH, 1236, 12 FEB 2023,UAE,Dubai
91, Titus KIPRUTO,25 JUN 1998, KEN, 1235, 03 DEC 2023,ESP,Valencia
91, Titus KIPRUTO,25 JUN 1998, KEN, 1235, 27 AUG 2023,ESP,Budapest 2023
91, Titus KIPRUTO,25 JUN 1998, KEN, 1235, 05 MAR 2023,JPN,Tokyo
92, Kipkemoi KIPRONO,12 SEP 1995, KEN, 1235, 22 OCT 2023,SLO,Ljubljana
92, Kipkemoi KIPRONO,12 SEP 1995, KEN, 1235, 22 JUN 2023,CZE,Nyayo National Stadium
92, Kipkemoi KIPRONO,12 SEP 1995, KEN, 1235, 03 JUN 2023,JPN,Gqeberha
92, Kipkemoi KIPRONO,12 SEP 1995, KEN, 1235, 02 APR 2023,JPN,Paris
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 10 DEC 2023,TUR,Mersin
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 08 OCT 2023,POR,Lisboa
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 29:33.89 ,POR,Kip Keino Classic
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 12 MAR 2023,Carhaix - XC 9.81km,Site de Kerampuilh
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 28:57.21 ,Carhaix - XC 9.81km,2nd Athletics Kenya Weekend Meeting
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 04 FEB 2023,KEN,Eldoret - XC 10.0km
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 21 JAN 2023,KEN,Nairobi - XC 10.0km
94, Michael KAMAU,25 FEB 1992, KEN, 1232, 03 DEC 2023,CHN,Shenzhen
94, Michael KAMAU,25 FEB 1992, KEN, 1232, 27 AUG 2023,CHN,Harbin
95, Philemon RONO,08 FEB 1991, KEN, 1232, 01 OCT 2023,SVK,Košice
95, Philemon RONO,08 FEB 1991, KEN, 1232, 29:20.14 ,SVK,Kenya Police Championships
95, Philemon RONO,08 FEB 1991, KEN, 1232, 07 MAY 2023,CZE,Praha
95, Philemon RONO,08 FEB 1991, KEN, 1232, 15 JAN 2023,IND,Mumbai
96, Cyrus MUTAI,08 JAN 1993, KEN, 1232, 08 OCT 2023,NED,Eindhoven
96, Cyrus MUTAI,08 JAN 1993, KEN, 1232, 16 APR 2023,NED,Rotterdam
97, Felix KIPKOECH,01 FEB 1998, KEN, 1228, 29 OCT 2023,CHN,Beijing
97, Felix KIPKOECH,01 FEB 1998, KEN, 1228, 27 AUG 2023,ARG,Buenos Aires
98, Melaku BELACHEW,19 MAY 1990, ETH, 1228, 17 SEP 2023,CHN,Shenyang
98, Melaku BELACHEW,19 MAY 1990, ETH, 1228, 16 JUL 2023,CHN,Liupanshui
98, Melaku BELACHEW,19 MAY 1990, ETH, 1228, 16 APR 2023,NED,Enschede
98, Melaku BELACHEW,19 MAY 1990, ETH, 1228, 19 FEB 2023,ESP,Sevilla
99, Boniface KIMUTAI,12 AUG 1995, KEN, 1227, 24 SEP 2023,GER,Berlin
99, Boniface KIMUTAI,12 AUG 1995, KEN, 1227, 16 APR 2023,NED,Enschede
100, Nicholas KIRWA,16 JUN 1994, KEN, 1227, 03 DEC 2023,CHN,Shenzhen
100, Nicholas KIRWA,16 JUN 1994, KEN, 1227, 26 NOV 2023,CHN,Shanghai
100, Nicholas KIRWA,16 JUN 1994, KEN, 1227, 27 AUG 2023,MEX,Ciudad de México
101, Kennedy KIMUTAI,03 JUN 1999, KEN, 1227, 29 APR 2023,GER,Adi-Dassler-Straße 1
101, Kennedy KIMUTAI,03 JUN 1999, KEN, 1227, 19 MAR 2023,USA,New York
102, Getaneh MOLLA,10 JAN 1994, ETH, 1226, 03 DEC 2023,ESP,Valencia
102, Getaneh MOLLA,10 JAN 1994, ETH, 1226, 17 SEP 2023,AUS,presented by Asics
102, Getaneh MOLLA,10 JAN 1994, ETH, 1226, 18 FEB 2023,AUS,Bathurst
103, Justus KANGOGO,10 OCT 1995, KEN, 1226, 24 SEP 2023,GER,Berlin
103, Justus KANGOGO,10 OCT 1995, KEN, 1226, 07 MAY 2023,CZE,Praha
103, Justus KANGOGO,10 OCT 1995, KEN, 1226, 19 MAR 2023,KOR,Seoul
104, Collins Kipkirui KIPKORIR,2001, KEN, 1225, 09 SEP 2023,EST,Tallinn
105, Gebru REDAHGNE,23 MAR 2000, ETH, 1224, 29 OCT 2023,CHN,Changsha
105, Gebru REDAHGNE,23 MAR 2000, ETH, 1224, 22 OCT 2023,CHN,Dongying
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 01 OCT 2023,LAT,Riga
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 03 JUN 2023,RSA,Gqeberha - South African Half Marathon Ch
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 28:42.22 ,RSA,Cape Milers Club/Endurocad Middle distance invitational 3
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 30 MAR 2023,RSA,McArthur Stadium
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 11 MAR 2023,RSA,U18
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 18 FEB 2023,AUS,Bathurst
107, Debessay DESALE,11 DEC 1988, ERI, 1223, 26 NOV 2023,CHN,Shanghai
108, Isaac MPOFU,20 AUG 1988, ZIM, 1222, 03 DEC 2023,ESP,Valencia
108, Isaac MPOFU,20 AUG 1988, ZIM, 1222, 27 AUG 2023,ESP,Budapest 2023
108, Isaac MPOFU,20 AUG 1988, ZIM, 1222, 17 APR 2023,USA,Boston
109, Benard KIPKORIR,10 OCT 1990, KEN, 1222, 10 DEC 2023,TUR,Mersin
109, Benard KIPKORIR,10 OCT 1990, KEN, 1222, 15 OCT 2023,RSA,Cape Town
109, Benard KIPKORIR,10 OCT 1990, KEN, 1222, 07 MAY 2023,TUR,Izmir
110, Titus Kimutai KIPKOSGEI,08 NOV 1998, KEN, 1222, 24 SEP 2023,GER,Berlin
110, Titus Kimutai KIPKOSGEI,08 NOV 1998, KEN, 1222, 23 APR 2023,AUT,Wien
110, Titus Kimutai KIPKOSGEI,08 NOV 1998, KEN, 1222, 21 JAN 2023,THA,Buri Ram
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 10 DEC 2023,Bruxelles,Laeken Park
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 05 NOV 2023,USA,New York
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 01 OCT 2023,LAT,Riga
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 10 SEP 2023,ITA,Pescara
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 26 JUL 2023,273m,Castelbuono - Non-standard distance: 11
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 01 JUL 2023,ITA,Centro Sportivo Saletti
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 28:42.72 ,ITA,European 10
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 27:51.00 ,ITA,Night of the 10
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 19 MAR 2023,ESP,Barcelona
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 12 MAR 2023,ITA,Gubbio - XC 10.0km
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 06 JAN 2023,ITA,San Giorgio su Legnano - XC 10.0km
112, Adane KEBEDE,1996, ETH, 1220, 15 OCT 2023,RSA,Cape Town
112, Adane KEBEDE,1996, ETH, 1220, 30 APR 2023,MAR,Rabat
112, Adane KEBEDE,1996, ETH, 1220, 20 JAN 2023,QAT,Doha
113, Robert KWAMBAI,22 NOV 1985, KEN, 1220, 22 OCT 2023,CHN,Dongying
113, Robert KWAMBAI,22 NOV 1985, KEN, 1220, 16 APR 2023,CHN,Wuhan
114, Ashenafi MOGES,15 NOV 1994, ETH, 1220, 03 JUN 2023,SWE,Stockholm
114, Ashenafi MOGES,15 NOV 1994, ETH, 1220, 19 MAR 2023,KOR,Seoul
114, Ashenafi MOGES,15 NOV 1994, ETH, 1220, 21 JAN 2023,THA,Buri Ram
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 03 DEC 2023,JPN,Hofu
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 28:11.52 ,JPN,The 4th NITTAIDAI Challenge Games
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 29:23.99 ,JPN,66rd Kyushu Corporate Athletics Championships
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 04 MAY 2023,JPN,Nishishina Athletic Stadium
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 26 FEB 2023,JPN,Osaka
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 29 JAN 2023,JPN,Osaka Half Marathon Course
116, Afewerk MESFIN,12 OCT 1992, ETH, 1218, 31 DEC 2023,CHN,Kunming
116, Afewerk MESFIN,12 OCT 1992, ETH, 1218, 15 OCT 2023,CHN,Dalian
116, Afewerk MESFIN,12 OCT 1992, ETH, 1218, 11 JUN 2023,CHN,Lanzhou
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 03 DEC 2023,JPN,Fukuoka
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 29 OCT 2023,ESP,Málaga
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 08 OCT 2023,FRA,Paris
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 30 SEP 2023,NOR,Jessheim
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 16 SEP 2023,NOR,Oslo
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 27 AUG 2023,NOR,Budapest 2023
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 23 APR 2023,AUT,Wien
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 12 MAR 2023,BEL,Gent - Elite Event
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 04 FEB 2023,KEN,Eldoret - XC 10.0km
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 22 JAN 2023,ESP,Santa Pola
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 15 JAN 2023,ESP,Valencia
118, Moses KIBET,04 FEB 1997, KEN, 1217, 10 DEC 2023,CHN,Guangzhou
118, Moses KIBET,04 FEB 1997, KEN, 1217, 17 SEP 2023,AUS,presented by Asics
118, Moses KIBET,04 FEB 1997, KEN, 1217, 29 APR 2023,GER,Adi-Dassler-Straße 1
118, Moses KIBET,04 FEB 1997, KEN, 1217, 08 APR 2023,GAB,Port Gentil
119, Dejene MEGERSA,24 JAN 2005, ETH, 1217, 29 SEP 2024,GER,Berlin
119, Dejene MEGERSA,24 JAN 2005, ETH, 1217, 07 APR 2024,FRA,Paris
119, Dejene MEGERSA,24 JAN 2005, ETH, 1217, 07 JAN 2024,UAE,Dubai
120, Berhane Tsegay TEKLE,01 JAN 1983, ERI, 1217, 10 DEC 2023,MEX,Monterrey
120, Berhane Tsegay TEKLE,01 JAN 1983, ERI, 1217, 27 AUG 2023,MEX,Budapest 2023
120, Berhane Tsegay TEKLE,01 JAN 1983, ERI, 1217, 02 APR 2023,KOR,Daegu
121, Joel Kemboi KIMURER,21 JAN 1988, KEN, 1217, 29 OCT 2023,CHN,Beijing
121, Joel Kemboi KIMURER,21 JAN 1988, KEN, 1217, 19 MAR 2023,ESP,Barcelona
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 17 DEC 2023,THA,Chon Buri
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 27 AUG 2023,THA,Budapest 2023
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 02 JUL 2023,NED,Sportpark Orderbos
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 21 MAY 2023,NED,Sportpark De Bongerd
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 05 MAR 2023,JPN,Tokyo
123, Bethwel YEGON,05 JAN 1993, KEN, 1216, 03 DEC 2023,JPN,Fukuoka
123, Bethwel YEGON,05 JAN 1993, KEN, 1216, 08 OCT 2023,TUR,Ankara
123, Bethwel YEGON,05 JAN 1993, KEN, 1216, 23 APR 2023,AUT,Wien
123, Bethwel YEGON,05 JAN 1993, KEN, 1216, 26 FEB 2023,USA,Atlanta
124, Leonard LANGAT,02 AUG 1996, KEN, 1216, 29 OCT 2023,CHN,Beijing
124, Leonard LANGAT,02 AUG 1996, KEN, 1216, 27 AUG 2023,MEX,Ciudad de México
124, Leonard LANGAT,02 AUG 1996, KEN, 1216, 24 MAY 2023,MEX,Ulinzi Sports Complex
124, Leonard LANGAT,02 AUG 1996, KEN, 1216, 19 MAR 2023,KOR,Seoul
125, Michael Mugo GITHAE,26 AUG 1994, KEN, 1215, 03 DEC 2023,JPN,Fukuoka
125, Michael Mugo GITHAE,26 AUG 1994, KEN, 1215, 15 OCT 2023,CHN,Shanghai
125, Michael Mugo GITHAE,26 AUG 1994, KEN, 1215, 23 APR 2023,JPN,Nagano
126, Jie HE,27 DEC 1998, CHN, 1215, 05 OCT 2023,CHN,Qiantang River Green Belt
126, Jie HE,27 DEC 1998, CHN, 1215, 27 AUG 2023,CHN,Budapest 2023
126, Jie HE,27 DEC 1998, CHN, 1215, 16 JUL 2023,CHN,Liupanshui
126, Jie HE,27 DEC 1998, CHN, 1215, 29:45.50 ,CHN,2nd National Grand Prix
126, Jie HE,27 DEC 1998, CHN, 1215, 26 APR 2023,CHN,Rizhao
126, Jie HE,27 DEC 1998, CHN, 1215, 16 APR 2023,CHN,Wuhan
126, Jie HE,27 DEC 1998, CHN, 1215, 19 MAR 2023,CHN,Wuxi
127, Richard RINGER,27 FEB 1989, GER, 1215, 03 DEC 2023,ESP,Valencia
127, Richard RINGER,27 FEB 1989, GER, 1215, 01 OCT 2023,LAT,Riga
127, Richard RINGER,27 FEB 1989, GER, 1215, 10 SEP 2023,GER,Bad Liebenzell
127, Richard RINGER,27 FEB 1989, GER, 1215, 26 JUL 2023,273m,Castelbuono - Non-standard distance: 11
127, Richard RINGER,27 FEB 1989, GER, 1215, 25 JUN 2023,USA,Boston
127, Richard RINGER,27 FEB 1989, GER, 1215, 23 APR 2023,GER,Hamburg
127, Richard RINGER,27 FEB 1989, GER, 1215, 26 MAR 2023,GER,Freiburg
127, Richard RINGER,27 FEB 1989, GER, 1215, 19 FEB 2023,ESP,Barcelona
127, Richard RINGER,27 FEB 1989, GER, 1215, 12 FEB 2023,MON,Monaco
128, Khalid CHOUKOUD,23 MAR 1986, NED, 1214, 20 OCT 2024,NED,Amsterdam
128, Khalid CHOUKOUD,23 MAR 1986, NED, 1214, 10 AUG 2024,FRA,Stade de France
128, Khalid CHOUKOUD,23 MAR 1986, NED, 1214, 18 MAY 2024,CZE,Karlovy Vary
128, Khalid CHOUKOUD,23 MAR 1986, NED, 1214, 10 MAR 2024,NED,Den Haag
129, Mekuant AYENEW,24 OCT 1991, ETH, 1214, 29 OCT 2023,CHN,Chengdu
129, Mekuant AYENEW,24 OCT 1991, ETH, 1214, 19 FEB 2023,ESP,Sevilla
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 03 DEC 2023,JPN,Hofu
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 15 OCT 2023,JPN,Tokyo
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 10 SEP 2023,EST,Tallinn
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 12 JUL 2023,JPN,Municipal Stadium
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 08 JUL 2023,JPN,Athletic Track
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 02 JUL 2023,AUS,Gold Coast
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 07 MAY 2023,CAN,Vancouver
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 26 FEB 2023,JPN,Osaka
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 05 FEB 2023,JPN,Marugame
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 29 JAN 2023,JPN,Osaka Half Marathon Course
131, Edward CHESEREK,02 FEB 1994, KEN, 1213, 05 NOV 2023,USA,New York
131, Edward CHESEREK,02 FEB 1994, KEN, 1213, 17 SEP 2023,DEN,København
131, Edward CHESEREK,02 FEB 1994, KEN, 1213, 19 MAR 2023,USA,New York
131, Edward CHESEREK,02 FEB 1994, KEN, 1213, 15 JAN 2023,USA,Houston
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 31 DEC 2023,ITA,Bolzano
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 10 DEC 2023,Bruxelles,Laeken Park
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 28:16.40 ,Bruxelles,World Athletics Championships
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 21 JUL 2023,Monaco - Diamond Discipline,Stade Louis II
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 25 JUN 2023,POL,Stadion Śląski
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 17 JUN 2023,ITA,Stadio Comunale
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 28:08.83 ,ITA,European 10
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 02 APR 2023,ITA,Milano
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 15 JAN 2023,ITA,San Vittore Olona - XC 10.2km
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 06 JAN 2023,ITA,San Giorgio su Legnano - XC 10.0km
133, Nicolas NAVARRO,12 MAR 1991, FRA, 1212, 03 DEC 2023,ESP,Valencia
133, Nicolas NAVARRO,12 MAR 1991, FRA, 1212, 29 OCT 2023,FRA,Cassis
133, Nicolas NAVARRO,12 MAR 1991, FRA, 1212, 08 OCT 2023,FRA,Paris
133, Nicolas NAVARRO,12 MAR 1991, FRA, 1212, 19 FEB 2023,ESP,Sevilla
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 03 DEC 2023,JPN,Fukuoka
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 17 SEP 2023,AUS,presented by Asics
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 01 JUL 2023,AUS,Southport
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 11 JUN 2023,AUS,Riverbend Park
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 23 APR 2023,GBR,London
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 18 FEB 2023,AUS,Bathurst
135, Ken NAKAYAMA,24 FEB 1997, JPN, 1211, 05 MAR 2023,JPN,Tokyo
136, Samuel FITWI SIBHATU,01 JAN 1996, GER, 1211, 24 SEP 2023,GER,Berlin
136, Samuel FITWI SIBHATU,01 JAN 1996, GER, 1211, 02 APR 2023,GER,Berlin
136, Samuel FITWI SIBHATU,01 JAN 1996, GER, 1211, 19 FEB 2023,ESP,Sevilla
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 28:09.76 ,ESP,Japan 10
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 25 NOV 2023,JPN,NITTAIDAI Athletic Stadium
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 05 OCT 2023,CHN,Qiantang River Green Belt
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 24 JUN 2023,FRA,Stade Du Moulin Boisseau
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 17 JUN 2023,AUT,LAZ Wien
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 01 JUN 2023,JPN,Yanmar Stadium Nagai
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 21 MAY 2023,JPN,International Stadium
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 28:09.10 ,JPN,34th Golden Games
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 23 APR 2023,JPN,NITTAIDAI Athletic Stadium
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 29:42.27 ,JPN,86th Tokyo Athletics Open Championships
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 26 MAR 2023,JPN,Tokyo
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 26 FEB 2023,JPN,Osaka
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 29 JAN 2023,JPN,Osaka Half Marathon Course
138, Ghirmay GHEBRESLASSIE,14 NOV 1995, ERI, 1209, 22 OCT 2023,ESP,Amorebieta-Etxano - XC 8.7km
138, Ghirmay GHEBRESLASSIE,14 NOV 1995, ERI, 1209, 24 SEP 2023,GER,Berlin
138, Ghirmay GHEBRESLASSIE,14 NOV 1995, ERI, 1209, 17 APR 2023,MA,Boston
139, Guojian DONG,16 MAR 1987, CHN, 1209, 19 NOV 2023,CHN,Hefei
139, Guojian DONG,16 MAR 1987, CHN, 1209, 29 OCT 2023,CHN,Xi'an
139, Guojian DONG,16 MAR 1987, CHN, 1209, 24 SEP 2023,GER,Berlin
139, Guojian DONG,16 MAR 1987, CHN, 1209, 16 APR 2023,CHN,Wuhan
139, Guojian DONG,16 MAR 1987, CHN, 1209, 19 MAR 2023,KOR,Seoul
140, Suguru OSAKO,23 MAY 1991, JPN, 1209, 28:19.31 ,KOR,Hachioji Long Distance
140, Suguru OSAKO,23 MAY 1991, JPN, 1209, 15 OCT 2023,JPN,Tokyo
