Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List
235,Antenayeh DAGNACHEW,29 SEP 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1176,Marathon
236,Xiangdong WU,17 JAN 1994,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1176,Marathon
237,Isaac CHELUKO,10 DEC 1998,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1176,Marathon
238,Abe GASHAHUN,20 APR 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1175,Marathon [25 km Road]
239,Mohamed CHAABOUD,30 JUL 1989,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1175,Marathon
240,Mohcin OUTALHA,15 DEC 1998,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1174,Marathon
241,Asnake DUBRE,18 JUL 1999,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1174,Marathon
242,Dominic NYAIRO,22 AUG 1997,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1174,Marathon
243,Abraham CHEROBEN,11 OCT 1992,BRN,https://media.aws.iaaf.org/Flags/BRN.gif,1174,Marathon [Half Marathon]
244,Matthias KYBURZ,05 MAR 1990,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,1173,Marathon
245,Samuel RUSSOM,03 JAN 1991,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1173,Marathon
246,Tolosa GELETO,10 APR 2001,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1173,Marathon
247,Erenjia JIA,21 JUL 1993,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1173,Marathon
248,Sezgin ATAÇ,21 MAR 1998,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,1173,Marathon
249,Mustapha HOUDADI,05 AUG 1986,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1173,Marathon
250,Geofrey KUSURO,12 FEB 1989,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1172,Marathon
251,Dominic NGENO,1998,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1171,Marathon
252,Andrew Rotich KWEMOI,01 SEP 2000,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1171,Marathon
253,Stanley Kurgat RONO,04 AUG 1999,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1169,Marathon
254,Samuel Tsegay TESFAMARIAM,24 FEB 1988,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,1169,Marathon
255,Tafere ADISU,14 SEP 1999,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1169,Marathon
256,Suldan HASSAN,01 APR 1998,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,1169,Marathon
257,Rory LINKLETTER,12 AUG 1996,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,1169,Marathon [Half Marathon]
258,Belay Tilahun BEZABEH,07 JAN 1995,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1169,Marathon
259,Ser-Od BAT-OCHIR,07 OCT 1981,MGL,https://media.aws.iaaf.org/Flags/MGL.gif,1169,Marathon
260,Abdellah TAGHARRAFET,01 JAN 1985,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1169,Marathon
261,Stephen MOKOKA,31 JAN 1985,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,1169,Marathon [Half Marathon]
262,Yuhei URANO,01 NOV 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1168,Marathon
263,Abdi KEBEDE,11 SEP 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1168,Marathon
264,Wesley KIPTOO,1999,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1168,Marathon [Half Marathon]
265,Feyissa MULGETA,22 SEP 1996,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1167,Marathon
266,Masresha BERE,11 JAN 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1167,Marathon
267,Moses KEMEI,03 SEP 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1167,Marathon
268,Elkanah KIBET,02 JUN 1983,USA,https://media.aws.iaaf.org/Flags/USA.gif,1166,Marathon
269,Kenji YAMAMOTO,17 NOV 1989,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1166,Marathon
270,Andrew BUCHANAN,10 APR 1991,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,1166,Marathon
271,Abebaw MUNIYE,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1166,Marathon
272,Mizuki HIGASHI,30 AUG 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1165,Marathon
273,Tsubasa ICHIYAMA,08 APR 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1165,Marathon
274,Alemayehu MEKONEN,12 FEB 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1165,Marathon
274,Anderson SEROI,01 JUL 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1165,Marathon
276,Galen RUPP,08 MAY 1986,USA,https://media.aws.iaaf.org/Flags/USA.gif,1164,Marathon
277,Kensuke HORIO,12 AUG 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1164,Marathon
278,Elisha Kiprop BARNO,1985,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1164,Marathon
279,Gadisa BIRHANU,15 SEP 1992,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1164,Marathon
280,Il Ryong HAN,29 APR 2000,PRK,https://media.aws.iaaf.org/Flags/PRK.gif,1164,Marathon
281,Asefa BOKI,26 SEP 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1163,Marathon [Half Marathon]
282,Edwin KIPRUTO,1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1163,Marathon
283,Johannes MOTSCHMANN,03 AUG 1994,GER,https://media.aws.iaaf.org/Flags/GER.gif,1163,Marathon [Half Marathon]
284,Julius Kiprono TARUS,11 NOV 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1163,Marathon
285,Geoffrey KOECH,28 AUG 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1163,Marathon
286,Futsum ZIENASELLASSIE,16 DEC 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1163,Marathon
287,Kento NISHI,20 OCT 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1163,Marathon
288,Joel MELLY,11 MAR 1984,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1162,Marathon
289,Edwin KIPTOO,28 DEC 1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1162,Marathon
289,Silas SUGUT,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1162,Marathon
291,Abbabiya SIMBASSA,30 JUN 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1162,Marathon [Half Marathon]
292,Mathews LEETO,02 JUL 1990,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,1161,Marathon [Half Marathon]
293,Noah Kiprotich KIGEN,12 JUN 1989,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1161,Marathon
294,Kento KIKUTANI,08 MAY 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1161,Marathon
295,Benard KIMELI,10 SEP 1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1161,Marathon [Half Marathon]
296,Francis CHERUIYOT,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1161,Marathon
297,Matt MCDONALD,10 MAY 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1161,Marathon
298,Shadrack KIMINING,10 FEB 1996,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1161,Marathon [Half Marathon]
299,Ryoma TAKEUCHI,29 MAY 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1160,Marathon
300,Eliasa KIBET,1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1160,Marathon
301,Simon BOCH,18 APR 1994,GER,https://media.aws.iaaf.org/Flags/GER.gif,1160,Marathon [Half Marathon]
302,Kennedy KIPYEKO,15 DEC 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1160,Marathon
303,Isaac Kipkemboi TOO,12 NOV 1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1159,Marathon
304,Haftamu GEBRESILASE,25 MAR 2004,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1159,Marathon [Half Marathon]
305,Mateusz KACZOR,03 MAR 1997,POL,https://media.aws.iaaf.org/Flags/POL.gif,1159,Marathon
306,Zach PANNING,29 MAR 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1159,Marathon
307,Pius Dominic ONDORO,03 MAR 1988,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1159,Marathon
308,Ebba Tulu CHALA,22 JUN 1996,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,1158,Marathon
309,Abay ALEMU,14 JUN 2004,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1157,Marathon [Half Marathon]
310,Héctor GARIBAY,09 JUL 1988,BOL,https://media.aws.iaaf.org/Flags/BOL.gif,1157,Marathon
311,Takayuki IIDA,24 JUN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1157,Marathon [Half Marathon]
312,Dario IVANOVSKI,15 MAY 1997,MKD,https://media.aws.iaaf.org/Flags/MKD.gif,1157,Marathon
313,Shunjin YIN,26 JAN 1985,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1157,Marathon
314,Atsumi ASHIWA,02 FEB 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1156,Marathon
314,Godadaw BELACHEW,22 JAN 1997,ISR,https://media.aws.iaaf.org/Flags/ISR.gif,1156,Marathon
316,Yago ROJO,23 MAR 1995,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1156,Marathon
317,Ayad LAMDASSEM,11 OCT 1981,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1155,Marathon
318,Stan NIESTEN,19 NOV 1996,NED,https://media.aws.iaaf.org/Flags/NED.gif,1155,Marathon
319,Geoffrey KIPROTICH BIRGEN,12 JUL 1984,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1155,Marathon
320,Lahsene BOUCHIKHI,01 JUN 1993,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,1155,Marathon
321,Peng GAO,16 AUG 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1155,Marathon
322,Abebaw DESALEW,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1155,Marathon [Half Marathon]
323,Toshiki SADAKATA,04 MAR 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1155,Marathon
324,James KIPLAGAT,04 OCT 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1155,Marathon
325,Bayelign TESHAGER,09 FEB 2000,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1154,Marathon [Half Marathon]
326,Afewerki BERHANE,06 MAY 1996,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1154,Marathon
327,Philip KOECH,06 FEB 1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1154,Marathon
328,Timothy KIPCHUMBA,1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1153,Marathon
329,Leonard KORIR,10 DEC 1986,USA,https://media.aws.iaaf.org/Flags/USA.gif,1153,Marathon
330,Hideyuki TANAKA,09 OCT 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1153,Marathon
331,Wenhao XU,06 NOV 2001,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1153,Marathon
332,Nathan MARTIN,18 DEC 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,1153,Marathon
333,Ignacio ERARIO,19 JAN 1996,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,1153,Marathon [Half Marathon]
334,Yassine EL ALLAMI,02 FEB 1992,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1152,Marathon [Half Marathon]
335,Hailu ZEWDU,02 MAY 1995,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1152,Marathon
336,Noah KIPKEMBOI,02 JUL 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1151,Marathon [Half Marathon]
337,John Nzau MWANGANGI,11 JAN 1990,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1151,Marathon
338,Benjamin CHOQUERT,17 APR 1986,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1151,Marathon [Half Marathon]
339,Tesfamichael HAFTOM,29 MAY 1989,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1151,Marathon
340,Samuel CHELANGA,23 FEB 1985,USA,https://media.aws.iaaf.org/Flags/USA.gif,1150,Marathon [Half Marathon]
341,Yusuke NISHIYAMA,07 NOV 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1149,Marathon
342,Kiyoshi KOGA,30 APR 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1149,Marathon [Half Marathon]
343,Hammington KIMAIYO,02 FEB 1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1149,Marathon
344,Adam NOWICKI,24 AUG 1990,POL,https://media.aws.iaaf.org/Flags/POL.gif,1149,Marathon
345,Abel CHEBET,09 SEP 1993,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1149,Marathon [Half Marathon]
346,Shungo YOKOTA,22 APR 2000,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1148,Marathon
347,Bernard SANG,15 FEB 1981,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1148,Marathon
348,Asrar HIYRDEN,25 NOV 1999,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1148,Marathon
349,Deribe ROBI,26 SEP 1990,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1148,Marathon
350,Nguse AMLOSOM,10 NOV 1986,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1148,Marathon
351,Kenya SONOTA,10 MAY 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1147,Marathon [Half Marathon]
352,Byambajav TSEVEENRAVDAN,07 JUL 1990,MGL,https://media.aws.iaaf.org/Flags/MGL.gif,1147,Marathon
353,Victor KIPLIMO,1990,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1147,Marathon
354,Hamid BEN DAOUD,19 FEB 1996,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1147,Marathon [Half Marathon]
355,Levente SZEMEREI,25 JAN 2000,HUN,https://media.aws.iaaf.org/Flags/HUN.gif,1147,Marathon
356,Musa MITEI,06 JAN 1997,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1147,Marathon
357,Daisuke HOSOMORI,05 MAY 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1147,Marathon [Half Marathon]
358,Barnaba KIPKOECH,27 APR 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1147,Marathon
359,Shunya KIKUCHI,26 JUL 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1147,Marathon [Half Marathon]
360,Masashi NONAKA,10 NOV 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1146,Marathon [Half Marathon]
361,Luis OSTOS,09 AUG 1992,PER,https://media.aws.iaaf.org/Flags/PER.gif,1146,Marathon
362,Abayneh AYELE,04 NOV 1987,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1146,Marathon
363,Yohanes CHIAPPINELLI,18 AUG 1997,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1146,Marathon [Half Marathon]
364,Isaac KIPSANG,20 FEB 1999,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1146,Marathon
365,Tachlowini GABRIYESOS,01 JAN 1998,ART,https://media.aws.iaaf.org/Flags/ART.gif,1145,Marathon
366,Hidekazu HIJIKATA,27 JUN 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1145,Marathon [Half Marathon]
367,Gideon CHEPKONGA,05 JAN 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1145,Marathon
368,Marc SCOTT,21 DEC 1993,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1145,Marathon [Half Marathon]
369,Felicien MUHITIRA,04 NOV 1994,RWA,https://media.aws.iaaf.org/Flags/RWA.gif,1145,Marathon
370,Josh IZEWSKI,29 APR 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,1145,Marathon
371,Valentin GONDOUIN,04 MAR 1999,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1145,Marathon [Half Marathon]
372,Cornelius KIBET,28 DEC 1997,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1144,Marathon
373,Carlos DÍAZ,09 JUL 1993,CHI,https://media.aws.iaaf.org/Flags/CHI.gif,1144,Marathon [Half Marathon]
374,Gadisa TAJEBE,23 SEP 1999,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1144,Marathon
375,Cameron LEVINS,28 MAR 1989,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,1144,Marathon [Half Marathon]
376,Leonard LANGAT,07 AUG 1990,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1144,Marathon
377,Cosmas KIPLIMO,1998,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1144,Marathon
378,Moses KIPTOO,08 AUG 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1143,Marathon
379,David Barmasai TUMO,1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1143,Marathon
380,Teshome MEKONEN,05 AUG 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1143,Marathon [25 km Road]
381,Martin CHERUIYOT,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1143,Marathon
382,Shoma HOSOYA,13 FEB 2000,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1142,Marathon [Half Marathon]
383,Dongzhi SANGJI,10 NOV 1997,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1142,Marathon
384,Cameron AVERY,23 JUL 1997,NZL,https://media.aws.iaaf.org/Flags/NZL.gif,1142,Marathon
385,Madoka TANIHARA,04 JUL 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1142,Marathon [Half Marathon]
386,Robert NGENO,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1142,Marathon
387,Hicham LAQOUAHI,13 JUN 1989,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1142,Marathon
387,Girmay Birhanu GEBRU,27 JAN 1987,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1142,Marathon
389,Jorge BLANCO,15 JUL 1993,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1141,Marathon [Half Marathon]
390,Jonathan MELLOR,27 DEC 1986,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1141,Marathon [Half Marathon]
391,Ben PREISNER,22 MAR 1996,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,1140,Marathon
392,Yuma MORII,21 JUN 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1140,Marathon
393,Patrick MATHENGE,02 NOV 1997,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1140,Marathon [Half Marathon]
394,Justus Kipkorir LIMO,16 JUN 1998,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1140,Marathon
395,Hiroto FUJIMAGARI,26 MAY 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1140,Marathon [Half Marathon]
396,Emmanuel ROUDOLFF,30 JUL 1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1139,Marathon [Half Marathon]
397,Joshua KEMBOI,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1139,Marathon
398,Mo FARAH,23 MAR 1983,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1138,Marathon [Half Marathon]
399,Shadrack KIPTANUI,1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1138,Marathon
400,Sendeku Alelgn AMOGNE,12 SEP 1995,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1138,Marathon
401,Jonathan Kipleting KORIR,20 NOV 1986,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1138,Marathon
402,Juan PACHECO,11 DEC 1990,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,1138,Marathon
403,Yongzheng HUANG,17 NOV 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1138,Marathon
404,Aman KEDI,16 SEP 1994,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1138,Marathon
405,Nico MONTANEZ,07 SEP 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1137,Marathon [25 km Road]
406,Andrew COLLEY,01 APR 1991,USA,https://media.aws.iaaf.org/Flags/USA.gif,1137,Marathon
407,Abraraw MISGANAW,05 SEP 1988,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1136,Marathon
408,Ryu TAKAKU,18 FEB 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1136,Marathon
409,Tesema MIDEGISO,24 MAY 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1136,Marathon
410,Shin KIMURA,08 AUG 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1136,Marathon [Half Marathon]
411,Roy HOORNWEG,08 MAY 1989,NED,https://media.aws.iaaf.org/Flags/NED.gif,1136,Marathon
412,Kiprotich KIRUI,22 DEC 1984,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1135,Marathon
413,Kazuya NISHIYAMA,05 NOV 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1135,Marathon [Half Marathon]
414,Johnatas DE OLIVEIRA,18 SEP 1990,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1135,Marathon
414,Tsegay Tuemay WELDLIBANOS,20 DEC 1995,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1135,Marathon
416,Naoki AIBA,24 JAN 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1134,Marathon
417,Dinghong YANG,29 SEP 1987,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1134,Marathon
418,Okubay TSEGAY,01 JAN 1986,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1133,Marathon
419,Mogos SHUMAY,01 JAN 1997,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1133,Marathon
420,Ishmael Chelanga KALALE,25 MAY 1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1133,Marathon
421,Koki YOSHIOKA,06 JAN 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1133,Marathon [Half Marathon]
422,Kevin SALVANO,15 FEB 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,1133,Marathon
423,Javier GUERRA,10 NOV 1983,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1132,Marathon [Half Marathon]
424,David KIPRONO,1990,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1132,Marathon
425,Hongwei WANG,19 DEC 1998,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1132,Marathon
426,Yugo KASHIWA,19 APR 2000,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1132,Marathon
427,Shun SADAKATA,30 JUN 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1132,Marathon [Half Marathon]
428,Nagu HABTAMU,28 JUN 1999,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1132,Marathon
429,Yuta SHIMODA,31 MAR 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1131,Marathon
430,Tesema MOGES,02 FEB 1988,ISR,https://media.aws.iaaf.org/Flags/ISR.gif,1131,Marathon
431,Dadi Yami GEMEDA,02 APR 1988,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1131,Marathon
432,Monatcer ZAGHOU,14 MAY 1989,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1131,Marathon
433,Yuya YOSHIDA,23 APR 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1130,Marathon
434,Takashi SOMA,17 APR 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1130,Marathon [Half Marathon]
435,Silas MUTURI,1984,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1130,Marathon
436,Birhanu TESHOME,1996,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1130,Marathon
436,Silah LIMO,01 FEB 1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1130,Marathon
438,Gilbert MUGE,19 SEP 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1130,Marathon
439,Shokhrukh DAVLYATOV,07 MAR 1996,UZB,https://media.aws.iaaf.org/Flags/UZB.gif,1129,Marathon [Half Marathon]
440,Brimin Kimeli KIPRUTO,05 JUN 2000,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1129,Marathon
441,Hiroshi ICHIDA,16 JUN 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1129,Marathon
442,Abdu ASSEN,2002,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1129,Marathon
443,Hassan TORISS,10 NOV 1992,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1129,Marathon
444,Akihiro KANEKO,07 MAR 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1128,Marathon [Half Marathon]
445,Masaki TSUDA,22 JAN 2000,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1128,Marathon [Half Marathon]
446,Christian PACHECO,26 MAY 1993,PER,https://media.aws.iaaf.org/Flags/PER.gif,1127,Marathon [Half Marathon]
447,Gizealew AYANA,11 FEB 2003,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1127,Marathon
448,Tristan WOODFINE,18 JUN 1993,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,1127,Marathon [Half Marathon]
449,Therence BIZOZA,01 JAN 2004,BDI,https://media.aws.iaaf.org/Flags/BDI.gif,1127,Marathon [Half Marathon]
450,Getinet MELE GEDAMU,1989,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1127,Marathon [Half Marathon]
451,Evans KIPRONO,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1127,Marathon
452,Yuma HATTORI,13 NOV 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1127,Marathon
453,Le YANG,25 MAY 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1127,Marathon
454,Bo LI,12 SEP 1993,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1127,Marathon
455,Isaac KIBET,05 MAY 1996,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1127,Marathon [Half Marathon]
456,Demeke KASAW,14 MAR 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1127,Marathon
457,Jackson Kemboi RUTTO,05 AUG 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1127,Marathon
458,John MUIRIRI,1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1126,Marathon [Half Marathon]
459,Tendai ZIMUTO,25 JUL 1995,ZIM,https://media.aws.iaaf.org/Flags/ZIM.gif,1126,Marathon [Half Marathon]
460,Cairen SUOLANG,28 JUL 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1126,Marathon
461,Geoffrey BIRGEN,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1126,Marathon
462,Silas CHEPROT,06 NOV 1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1126,Marathon
463,Man SINGH,20 JUN 1989,IND,https://media.aws.iaaf.org/Flags/IND.gif,1125,Marathon
464,Abel Boniface SIKOWO,27 FEB 1999,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1125,Marathon [Half Marathon]
