Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List,Athlete_URL
170,Gerba DIBABA,14 OCT 2000,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1197,Marathon [Half Marathon],/athletes/ethiopia/gerba-dibaba-15002391
171,Merhawi KESETE,01 JAN 1986,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1197,Marathon,/athletes/eritrea/merhawi-kesete-14625896
172,Lameck TOO,1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1196,Marathon,/athletes/kenya/lameck-too-15098704
173,Solomon MUTAI,22 OCT 1992,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1196,Marathon,/athletes/uganda/solomon-mutai-14432818
174,Wilfred Kirwa KIGEN,21 JAN 1986,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1195,Marathon,/athletes/kenya/wilfred-kirwa-kigen-014421982
175,Birhan NEBEBEW,14 AUG 1994,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1195,Marathon,/athletes/ethiopia/birhan-nebebew-014547676
176,Daniel DO NASCIMENTO,28 JUL 1998,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1195,Marathon,/athletes/brazil/daniel-do-nascimento-14646503
177,Lemi DUMECHA,12 SEP 1995,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1194,Marathon,/athletes/ethiopia/lemi-dumecha-14833105
178,Patrick TIERNAN,11 SEP 1994,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,1194,Marathon,/athletes/australia/patrick-tiernan-14433154
179,Tianyu CHEN,11 MAY 1997,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1194,Marathon,/athletes/pr-of-china/tianyu-chen-14694073
180,Tesfa WOKNETH,30 SEP 1984,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1193,Marathon,/athletes/ethiopia/tesfa-wokneth-014378493
181,CJ ALBERTSON,11 OCT 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1193,Marathon,/athletes/united-states/cj-albertson-14631054
182,Douglas CHEBII,01 NOV 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1193,Marathon,/athletes/kenya/douglas-chebii-014645718
183,Liam ADAMS,04 SEP 1986,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,1192,Marathon,/athletes/australia/liam-adams-14180224
184,Boaz KIPKEMEI,1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1192,Marathon,/athletes/kenya/boaz-kipkemei-15115390
185,Elvis Kipchoge CHEBOI,29 SEP 1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1192,Marathon,/athletes/kenya/elvis-kipchoge-cheboi-014602138
186,Kibrom WELDEMICAEL,01 FEB 1987,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1192,Marathon,/athletes/eritrea/kibrom-weldemicael-14635592
187,Asefa MENGISA,14 MAY 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1191,Marathon,/athletes/ethiopia/asefa-mengisa-14582660
188,Sila KIPTOO,05 MAY 1998,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1190,Marathon,/athletes/kenya/sila-kiptoo-014914204
189,Sebastian HENDEL,01 DEC 1995,GER,https://media.aws.iaaf.org/Flags/GER.gif,1190,Marathon,/athletes/germany/sebastian-hendel-014484410
190,Goitom KIFLE,03 DEC 1993,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1190,Marathon,/athletes/eritrea/goitom-kifle-14366697
191,Gilbert KIBET,1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1189,Marathon [Half Marathon],/athletes/kenya/gilbert-kibet-14920360
192,Jacob Sommer SIMONSEN,01 JAN 1995,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,1189,Marathon,/athletes/denmark/jacob-sommer-simonsen-14479909
193,Panuel MKUNGO,04 JAN 1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1188,Marathon,/athletes/kenya/panuel-mkungo-14559495
194,Sammy Kigen KORIR,22 SEP 1985,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1188,Marathon,/athletes/kenya/sammy-kigen-korir-14465393
195,Fikre BEKELE,11 SEP 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1188,Marathon,/athletes/ethiopia/fikre-bekele-14825694
196,Ibrahim CHAKIR,04 SEP 1994,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1187,Marathon,/athletes/spain/ibrahim-chakir-14509265
197,Felix BOUR,25 MAR 1994,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1187,Marathon [Half Marathon],/athletes/france/felix-bour-14467653
198,Tariku NOVALES,08 MAR 1998,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1186,Marathon,/athletes/spain/tariku-novales-14630487
199,Leonard BARSOTON,21 OCT 1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1186,Marathon,/athletes/kenya/leonard-barsoton-014479181
200,Mark Kosgei KIPTOO,21 JUN 1976,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1186,Marathon,/athletes/kenya/mark-kosgei-kiptoo-014208497
201,Haftom WELDAY,13 MAR 1990,GER,https://media.aws.iaaf.org/Flags/GER.gif,1186,Marathon,/athletes/germany/haftom-welday-14767712
202,Mulugeta DEBASU,2005,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1185,Marathon [Half Marathon],/athletes/ethiopia/mulugeta-debasu-15113706
203,Takashi ICHIDA,16 JUN 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1185,Marathon,/athletes/japan/takashi-ichida-14388860
204,Aredom DEGEFA,21 NOV 1993,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1185,Marathon,/athletes/ethiopia/aredom-degefa-014549295
205,Yusuke TAMURA,23 DEC 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1185,Marathon,/athletes/japan/yusuke-tamura-014839497
206,Brian SHRADER,22 JUL 1991,USA,https://media.aws.iaaf.org/Flags/USA.gif,1185,Marathon,/athletes/united-states/brian-shrader-014459356
207,Abdi Ali GELELCHU,01 AUG 1997,BRN,https://media.aws.iaaf.org/Flags/BRN.gif,1185,Marathon,/athletes/bahrain/abdi-ali-gelelchu-14612043
208,Vincent Kibor RAIMOI,16 JUL 1996,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1184,Marathon,/athletes/kenya/vincent-kibor-raimoi-014796115
209,Raymond Kipchumba CHOGE,02 JAN 1988,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1184,Marathon,/athletes/kenya/raymond-kipchumba-choge-014368363
210,Reuben KERIO,02 JUN 1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1184,Marathon,/athletes/kenya/reuben-kerio-014645732
211,Charles MUNERIA,10 FEB 1996,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1184,Marathon,/athletes/kenya/charles-muneria-014750950
212,Ibrahim HASSAN,01 JAN 1997,DJI,https://media.aws.iaaf.org/Flags/DJI.gif,1183,Marathon [Half Marathon],/athletes/djibouti/ibrahim-hassan-14690376
213,Kibrom DESTA HABTU,1993,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1183,Marathon,/athletes/ethiopia/kibrom-desta-habtu-14738067
214,Nekagenet CRIPPA,16 SEP 1994,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1183,Marathon,/athletes/italy/nekagenet-crippa-14436562
215,Hillary KIPCHUMBA,25 NOV 1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1183,Marathon,/athletes/kenya/hillary-kipchumba-14425836
216,Mesfin NEGUS,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1182,Marathon,/athletes/ethiopia/mesfin-negus-15016407
217,Daniele MEUCCI,07 OCT 1985,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1182,Marathon,/athletes/italy/daniele-meucci-14200873
218,Ilham Tanui ÖZBILEN,05 MAR 1990,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,1182,Marathon,/athletes/turkiye/ilham-tanui-ozbilen-14330373
219,Alene BELAY,11 SEP 2000,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1181,Marathon,/athletes/ethiopia/alene-belay-15070204
220,Shohei OTSUKA,13 AUG 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1181,Marathon,/athletes/japan/shohei-otsuka-14462571
221,Michael SOMERS,02 MAR 1995,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,1181,Marathon,/athletes/belgium/michael-somers-14564246
222,Martin MUSAU,05 OCT 1998,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1181,Marathon,/athletes/uganda/martin-musau-14752287
223,Amos KIPRUTO,16 SEP 1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1180,Marathon [Half Marathon],/athletes/kenya/amos-kipruto-14694013
224,Silas TOO,13 JAN 1988,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1180,Marathon,/athletes/kenya/silas-too-014666137
225,Fredrick KIBII,1996,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1180,Marathon,/athletes/kenya/fredrick-kibii-15051545
226,Tatsuya MARUYAMA,29 JUL 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1179,Marathon [Half Marathon],/athletes/japan/tatsuya-maruyama-014868780
227,Petro MAMU,01 SEP 1985,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1179,Marathon,/athletes/eritrea/petro-mamu-14434859
228,Girmaw AMARE,26 OCT 1987,ISR,https://media.aws.iaaf.org/Flags/ISR.gif,1178,Marathon [Half Marathon],/athletes/israel/girmaw-amare-14427580
229,Eyob FANIEL,26 NOV 1992,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1178,Marathon [Half Marathon],/athletes/italy/eyob-faniel-14446830
230,Yuichi YASUI,19 MAY 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1178,Marathon,/athletes/japan/yuichi-yasui-014608095
231,Omar Ait CHITACHEN,15 MAR 1995,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1178,Marathon [Half Marathon],/athletes/morocco/omar-ait-chitachen-014577965
232,Brian KIPSANG,26 AUG 1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1177,Marathon,/athletes/kenya/brian-kipsang-014884623
233,Dickson KIPTOO,1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1177,Marathon,/athletes/kenya/dickson-kiptoo-014645752
234,Felix KIBITOK,09 JUN 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1176,Marathon,/athletes/kenya/felix-kibitok-014813642
235,Antenayeh DAGNACHEW,29 SEP 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1176,Marathon,/athletes/ethiopia/antenayeh-dagnachew-014863338
236,Xiangdong WU,17 JAN 1994,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1176,Marathon,/athletes/pr-of-china/xiangdong-wu-14430085
237,Isaac CHELUKO,10 DEC 1998,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1176,Marathon,/athletes/kenya/isaac-cheluko-14800602
238,Abe GASHAHUN,20 APR 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1175,Marathon [25 km Road],/athletes/ethiopia/abe-gashahun-014690375
239,Mohamed CHAABOUD,30 JUL 1989,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1175,Marathon,/athletes/morocco/mohamed-chaaboud-014766467
240,Mohcin OUTALHA,15 DEC 1998,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1174,Marathon,/athletes/morocco/mohcin-outalha-14786886
241,Asnake DUBRE,18 JUL 1999,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1174,Marathon,/athletes/ethiopia/asnake-dubre-014887459
242,Dominic NYAIRO,22 AUG 1997,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1174,Marathon,/athletes/kenya/dominic-nyairo-014657147
243,Abraham CHEROBEN,11 OCT 1992,BRN,https://media.aws.iaaf.org/Flags/BRN.gif,1174,Marathon [Half Marathon],/athletes/bahrain/abraham-cheroben-014547677
244,Matthias KYBURZ,05 MAR 1990,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,1173,Marathon,/athletes/switzerland/matthias-kyburz-14542001
245,Samuel RUSSOM,03 JAN 1991,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1173,Marathon,/athletes/eritrea/samuel-russom-014901040
246,Tolosa GELETO,10 APR 2001,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1173,Marathon,/athletes/ethiopia/tolosa-geleto-15028761
247,Erenjia JIA,21 JUL 1993,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1173,Marathon,/athletes/pr-of-china/erenjia-jia-14821206
248,Sezgin ATAÇ,21 MAR 1998,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,1173,Marathon,/athletes/turkiye/sezgin-atac-14735409
249,Mustapha HOUDADI,05 AUG 1986,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1173,Marathon,/athletes/morocco/mustapha-houdadi-14441541
250,Geofrey KUSURO,12 FEB 1989,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1172,Marathon,/athletes/uganda/geofrey-kusuro-014229613
251,Dominic NGENO,1998,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1171,Marathon,/athletes/kenya/dominic-ngeno-14936020
252,Andrew Rotich KWEMOI,01 SEP 2000,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1171,Marathon,/athletes/uganda/andrew-rotich-kwemoi-14973962
253,Stanley Kurgat RONO,04 AUG 1999,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1169,Marathon,/athletes/kenya/stanley-kurgat-rono-014823018
254,Samuel Tsegay TESFAMARIAM,24 FEB 1988,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,1169,Marathon,/athletes/sweden/samuel-tsegay-tesfamariam-14167392
255,Tafere ADISU,14 SEP 1999,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1169,Marathon,/athletes/ethiopia/tafere-adisu-014748107
256,Suldan HASSAN,01 APR 1998,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,1169,Marathon,/athletes/sweden/suldan-hassan-14653713
257,Rory LINKLETTER,12 AUG 1996,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,1169,Marathon [Half Marathon],/athletes/canada/rory-linkletter-14617088
258,Belay Tilahun BEZABEH,07 JAN 1995,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1169,Marathon,/athletes/ethiopia/belay-tilahun-bezabeh-014751811
259,Ser-Od BAT-OCHIR,07 OCT 1981,MGL,https://media.aws.iaaf.org/Flags/MGL.gif,1169,Marathon,/athletes/mongolia/ser-od-bat-ochir-14867157
260,Abdellah TAGHARRAFET,01 JAN 1985,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1169,Marathon,/athletes/morocco/abdellah-tagharrafet-14364768
261,Stephen MOKOKA,31 JAN 1985,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,1169,Marathon [Half Marathon],/athletes/south-africa/stephen-mokoka-14220671
262,Yuhei URANO,01 NOV 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1168,Marathon,/athletes/japan/yuhei-urano-014754378
263,Abdi KEBEDE,11 SEP 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1168,Marathon,/athletes/ethiopia/abdi-kebede-14838692
264,Wesley KIPTOO,1999,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1168,Marathon [Half Marathon],/athletes/kenya/wesley-kiptoo-14586470
265,Feyissa MULGETA,22 SEP 1996,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1167,Marathon,/athletes/ethiopia/feyissa-mulgeta-14889013
266,Masresha BERE,11 JAN 1998,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1167,Marathon,/athletes/ethiopia/masresha-bere-14786997
267,Moses KEMEI,03 SEP 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1167,Marathon,/athletes/kenya/moses-kemei-14861765
268,Elkanah KIBET,02 JUN 1983,USA,https://media.aws.iaaf.org/Flags/USA.gif,1166,Marathon,/athletes/united-states/elkanah-kibet-14207993
269,Kenji YAMAMOTO,17 NOV 1989,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1166,Marathon,/athletes/japan/kenji-yamamoto-014433298
270,Andrew BUCHANAN,10 APR 1991,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,1166,Marathon,/athletes/australia/andrew-buchanan-14446838
271,Abebaw MUNIYE,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1166,Marathon,/athletes/ethiopia/abebaw-muniye-15089465
272,Mizuki HIGASHI,30 AUG 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1165,Marathon,/athletes/japan/mizuki-higashi-014610365
273,Tsubasa ICHIYAMA,08 APR 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1165,Marathon,/athletes/japan/tsubasa-ichiyama-014731465
274,Alemayehu MEKONEN,12 FEB 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1165,Marathon,/athletes/ethiopia/alemayehu-mekonen-14792063
274,Anderson SEROI,01 JUL 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1165,Marathon,/athletes/kenya/anderson-seroi-14889021
276,Galen RUPP,08 MAY 1986,USA,https://media.aws.iaaf.org/Flags/USA.gif,1164,Marathon,/athletes/united-states/galen-rupp-14250207
277,Kensuke HORIO,12 AUG 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1164,Marathon,/athletes/japan/kensuke-horio-014659406
278,Elisha Kiprop BARNO,1985,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1164,Marathon,/athletes/kenya/elisha-kiprop-barno-014649880
279,Gadisa BIRHANU,15 SEP 1992,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1164,Marathon,/athletes/ethiopia/gadisa-birhanu-14574415
280,Il Ryong HAN,29 APR 2000,PRK,https://media.aws.iaaf.org/Flags/PRK.gif,1164,Marathon,/athletes/dpr-of-korea/il-ryong-han-14825764
281,Asefa BOKI,26 SEP 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1163,Marathon [Half Marathon],/athletes/ethiopia/asefa-boki-15122982
282,Edwin KIPRUTO,1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1163,Marathon,/athletes/kenya/edwin-kipruto-14920061
283,Johannes MOTSCHMANN,03 AUG 1994,GER,https://media.aws.iaaf.org/Flags/GER.gif,1163,Marathon [Half Marathon],/athletes/germany/johannes-motschmann-14429728
284,Julius Kiprono TARUS,11 NOV 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1163,Marathon,/athletes/kenya/julius-kiprono-tarus-014812811
285,Geoffrey KOECH,28 AUG 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1163,Marathon,/athletes/kenya/geoffrey-koech-014675186
286,Futsum ZIENASELLASSIE,16 DEC 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1163,Marathon,/athletes/united-states/futsum-zienasellassie-014477019
287,Kento NISHI,20 OCT 1998,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1163,Marathon,/athletes/japan/kento-nishi-014814020
288,Joel MELLY,11 MAR 1984,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1162,Marathon,/athletes/kenya/joel-melly-014209096
289,Edwin KIPTOO,28 DEC 1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1162,Marathon,/athletes/kenya/edwin-kiptoo-014473084
289,Silas SUGUT,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1162,Marathon,/athletes/kenya/silas-sugut-14919628
291,Abbabiya SIMBASSA,30 JUN 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1162,Marathon [Half Marathon],/athletes/united-states/abbabiya-simbassa-14550395
292,Mathews LEETO,02 JUL 1990,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,1161,Marathon [Half Marathon],/athletes/south-africa/mathews-leeto-014466989
293,Noah Kiprotich KIGEN,12 JUN 1989,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1161,Marathon,/athletes/kenya/noah-kiprotich-kigen-014762030
294,Kento KIKUTANI,08 MAY 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1161,Marathon,/athletes/japan/kento-kikutani-014631422
295,Benard KIMELI,10 SEP 1995,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1161,Marathon [Half Marathon],/athletes/kenya/benard-kimeli-014790672
296,Francis CHERUIYOT,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1161,Marathon,/athletes/kenya/francis-cheruiyot-014985463
297,Matt MCDONALD,10 MAY 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1161,Marathon,/athletes/united-states/matt-mcdonald-014470801
298,Shadrack KIMINING,10 FEB 1996,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1161,Marathon [Half Marathon],/athletes/kenya/shadrack-kimining-014780436
299,Ryoma TAKEUCHI,29 MAY 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1160,Marathon,/athletes/japan/ryoma-takeuchi-014444388
300,Eliasa KIBET,1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1160,Marathon,/athletes/kenya/eliasa-kibet-15112550
301,Simon BOCH,18 APR 1994,GER,https://media.aws.iaaf.org/Flags/GER.gif,1160,Marathon [Half Marathon],/athletes/germany/simon-boch-014429729
302,Kennedy KIPYEKO,15 DEC 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1160,Marathon,/athletes/kenya/kennedy-kipyeko-014514116
303,Isaac Kipkemboi TOO,12 NOV 1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1159,Marathon,/athletes/kenya/isaac-kipkemboi-too-14657317
304,Haftamu GEBRESILASE,25 MAR 2004,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1159,Marathon [Half Marathon],/athletes/ethiopia/haftamu-gebresilase-15051012
305,Mateusz KACZOR,03 MAR 1997,POL,https://media.aws.iaaf.org/Flags/POL.gif,1159,Marathon,/athletes/poland/mateusz-kaczor-014546595
306,Zach PANNING,29 MAR 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1159,Marathon,/athletes/united-states/zach-panning-14680006
307,Pius Dominic ONDORO,03 MAR 1988,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1159,Marathon,/athletes/kenya/pius-dominic-ondoro-014380935
308,Ebba Tulu CHALA,22 JUN 1996,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,1158,Marathon,/athletes/sweden/ebba-tulu-chala-14628815
309,Abay ALEMU,14 JUN 2004,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1157,Marathon [Half Marathon],/athletes/ethiopia/abay-alemu-15142391
310,Héctor GARIBAY,09 JUL 1988,BOL,https://media.aws.iaaf.org/Flags/BOL.gif,1157,Marathon,/athletes/bolivia/hector-garibay-14840354
311,Takayuki IIDA,24 JUN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1157,Marathon [Half Marathon],/athletes/japan/takayuki-iida-014821551
312,Dario IVANOVSKI,15 MAY 1997,MKD,https://media.aws.iaaf.org/Flags/MKD.gif,1157,Marathon,/athletes/north-macedonia/dario-ivanovski-14743213
313,Shunjin YIN,26 JAN 1985,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1157,Marathon,/athletes/pr-of-china/shunjin-yin-014957515
314,Atsumi ASHIWA,02 FEB 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1156,Marathon,/athletes/japan/atsumi-ashiwa-014614973
314,Godadaw BELACHEW,22 JAN 1997,ISR,https://media.aws.iaaf.org/Flags/ISR.gif,1156,Marathon,/athletes/israel/godadaw-belachew-14760067
316,Yago ROJO,23 MAR 1995,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1156,Marathon,/athletes/spain/yago-rojo-14577127
317,Ayad LAMDASSEM,11 OCT 1981,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1155,Marathon,/athletes/spain/ayad-lamdassem-14166054
318,Stan NIESTEN,19 NOV 1996,NED,https://media.aws.iaaf.org/Flags/NED.gif,1155,Marathon,/athletes/netherlands/stan-niesten-014548039
319,Geoffrey KIPROTICH BIRGEN,12 JUL 1984,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1155,Marathon,/athletes/kenya/geoffrey-kiprotich-birgen-14208435
320,Lahsene BOUCHIKHI,01 JUN 1993,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,1155,Marathon,/athletes/belgium/lahsene-bouchikhi-14474774
321,Peng GAO,16 AUG 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1155,Marathon,/athletes/pr-of-china/peng-gao-14750614
322,Abebaw DESALEW,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1155,Marathon [Half Marathon],/athletes/ethiopia/abebaw-desalew-15079234
323,Toshiki SADAKATA,04 MAR 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1155,Marathon,/athletes/japan/toshiki-sadakata-14482322
324,James KIPLAGAT,04 OCT 1991,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1155,Marathon,/athletes/kenya/james-kiplagat-014645883
325,Bayelign TESHAGER,09 FEB 2000,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1154,Marathon [Half Marathon],/athletes/ethiopia/bayelign-teshager-14786830
326,Afewerki BERHANE,06 MAY 1996,ERI,https://media.aws.iaaf.org/Flags/ERI.gif,1154,Marathon,/athletes/eritrea/afewerki-berhane-014607903
327,Philip KOECH,06 FEB 1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1154,Marathon,/athletes/kenya/philip-koech-14208640
328,Timothy KIPCHUMBA,1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1153,Marathon,/athletes/kenya/timothy-kipchumba-15003481
329,Leonard KORIR,10 DEC 1986,USA,https://media.aws.iaaf.org/Flags/USA.gif,1153,Marathon,/athletes/united-states/leonard-korir-14407790
330,Hideyuki TANAKA,09 OCT 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1153,Marathon,/athletes/japan/hideyuki-tanaka-014849045
331,Wenhao XU,06 NOV 2001,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1153,Marathon,/athletes/pr-of-china/wenhao-xu-014857909
332,Nathan MARTIN,18 DEC 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,1153,Marathon,/athletes/united-states/nathan-martin-014402548
333,Ignacio ERARIO,19 JAN 1996,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,1153,Marathon [Half Marathon],/athletes/argentina/ignacio-erario-14734322
334,Yassine EL ALLAMI,02 FEB 1992,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1152,Marathon [Half Marathon],/athletes/morocco/yassine-el-allami-14976944
335,Hailu ZEWDU,02 MAY 1995,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1152,Marathon,/athletes/ethiopia/hailu-zewdu-14707459
336,Noah KIPKEMBOI,02 JUL 1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1151,Marathon [Half Marathon],/athletes/kenya/noah-kipkemboi-014799266
