Place,Competitor,DOB,Nationality,Score,Date,res,city,place
73, Kenneth KETER,04 AUG 1996, KEN, 1250, 26 NOV 2023,CHN,Shanghai,5
73, Kenneth KETER,04 AUG 1996, KEN, 1250, 15 OCT 2023,CHN,Shanghai,2
73, Kenneth KETER,04 AUG 1996, KEN, 1250, 14 MAY 2023,DEN,København,7
73, Kenneth KETER,04 AUG 1996, KEN, 1250, 19 MAR 2023,ESP,Barcelona,2
74, Shaohui YANG,09 JUL 1992, CHN, 1250, 03 DEC 2023,JPN,Fukuoka,3
74, Shaohui YANG,09 JUL 1992, CHN, 1250, 05 OCT 2023,CHN,Qiantang River Green Belt,37
74, Shaohui YANG,09 JUL 1992, CHN, 1250, 27 AUG 2023,CHN,Budapest 2023,2
74, Shaohui YANG,09 JUL 1992, CHN, 1250, 21 MAY 2023,CHN,Taiyuan,2
74, Shaohui YANG,09 JUL 1992, CHN, 1250, 16 APR 2023,CHN,Wuhan,3
74, Shaohui YANG,09 JUL 1992, CHN, 1250, 19 MAR 2023,CHN,Wuxi,1
75, Samsom AMARE,01 JAN 1994, ERI, 1250, 16 DEC 2023,UAE,Abu Dhabi,9
75, Samsom AMARE,01 JAN 1994, ERI, 1250, 01 OCT 2023,LAT,Riga,4
75, Samsom AMARE,01 JAN 1994, ERI, 1250, 26 MAR 2023,NED,Venlo,25
75, Samsom AMARE,01 JAN 1994, ERI, 1250, 18 FEB 2023,AUS,Bathurst,2
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 10 DEC 2023,MEX,Monterrey,13
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 24 SEP 2023,GER,Berlin,5
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 29:13.68 ,GER,Kenya Police Championships,3
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 02 APR 2023,FRA,Paris,4
76, Josphat BOIT,25 NOV 1995, KEN, 1249, 19 FEB 2023,ESP,Barcelona,5
77, Stephen KISSA,01 DEC 1988, UGA, 1247, 27 AUG 2023,ESP,Budapest 2023,16
77, Stephen KISSA,01 DEC 1988, UGA, 1247, 21 MAY 2023,IND,Bengaluru,11
77, Stephen KISSA,01 DEC 1988, UGA, 1247, 05 MAR 2023,JPN,Tokyo,34
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 03 DEC 2023,ESP,Valencia,27
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 01 OCT 2023,LAT,Riga,2
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 03 SEP 2023,GBR,London,F1
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 01 MAY 2023,Manchester,Manchester Regional Arena,33
78, Mahamed MAHAMED,18 SEP 1997, GBR, 1245, 15 JAN 2023,ESP,Valencia,1
79, Naoki KOYAMA,12 MAY 1996, JPN, 1245, 15 OCT 2023,JPN,Tokyo,1
79, Naoki KOYAMA,12 MAY 1996, JPN, 1245, 02 JUL 2023,AUS,Gold Coast,7
79, Naoki KOYAMA,12 MAY 1996, JPN, 1245, 28:33.38 ,AUS,65th East Japan Corporate Athletics Championships,15
79, Naoki KOYAMA,12 MAY 1996, JPN, 1245, 05 MAR 2023,JPN,Tokyo,2
80, Yihunilign ADANE,29 FEB 1996, ETH, 1245, 29 OCT 2023,CHN,Beijing,1
80, Yihunilign ADANE,29 FEB 1996, ETH, 1245, 28 MAY 2023,CAN,Ottawa,1
81, Tafese DELELEGN,11 SEP 1989, ETH, 1244, 29 OCT 2023,CHN,Changsha,1
81, Tafese DELELEGN,11 SEP 1989, ETH, 1244, 21 MAY 2023,CHN,Taiyuan,3
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 03 DEC 2023,SUI,Genève - Non-standard distance 7.323,2
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 08 OCT 2023,FRA,Paris,7
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 27 AUG 2023,FRA,Budapest 2023,10
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 11 JUN 2023,FRA,Paris,8
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 17 APR 2023,USA,Boston,4
82, Hassan CHAHDI,07 MAY 1989, FRA, 1243, 05 MAR 2023,FRA,Paris,1
83, Tsedat Abeje AYANA,18 FEB 1996, ETH, 1243, 15 OCT 2023,CHN,Dalian,2
83, Tsedat Abeje AYANA,18 FEB 1996, ETH, 1243, 15 JAN 2023,USA,Houston,6
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 31 DEC 2023,ITA,Bolzano,12
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 05 NOV 2023,USA,New York,21
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 29 OCT 2023,SUI,Luzern - World Military Championships,20
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 24 SEP 2023,GER,Berlin,14
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 25 JUN 2023,GER,Hamburg,16
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 17 APR 2023,USA,Boston,10
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 08 APR 2023,GER,Paderborn,1
84, Hendrik PFEIFFER,18 MAR 1993, GER, 1241, 26 MAR 2023,GER,Hannover,4
85, Henok TESFAY,22 NOV 2000, ERI, 1240, 22 OCT 2023,SLO,Ljubljana,12
85, Henok TESFAY,22 NOV 2000, ERI, 1240, 23 APR 2023,GER,Hamburg,4
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 03 DEC 2023,JPN,Fukuoka,F
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 15 OCT 2023,JPN,Tokyo,10
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 30 SEP 2023,JPN,Municipal Stadium,16
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 15 JUL 2023,JPN,Aoba Park Athletic Field,26
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 28:57.69 ,JPN,Hokuren Distance Challenge 2023 - Abashiri,10
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 01 JUL 2023,JPN,Athletics Stadium,9
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 28:15.26 ,JPN,34th Golden Games,14
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 28:45.94 ,JPN,71st Hyogo Relay Carnival,9
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 08 APR 2023,JPN,Egao Kenko Stadium,14
86, Kyohei HOSOYA,31 AUG 1995, JPN, 1238, 05 MAR 2023,JPN,Tokyo,3
87, Shura KITATA,09 JUN 1996, ETH, 1237, 05 NOV 2023,USA,New York,14
87, Shura KITATA,09 JUN 1996, ETH, 1237, 17 APR 2023,USA,Boston,7
87, Shura KITATA,09 JUN 1996, ETH, 1237, 15 JAN 2023,USA,Houston,6
88, Kinde ATANAW,15 APR 1993, ETH, 1237, 26 NOV 2023,CHN,Shanghai,F
88, Kinde ATANAW,15 APR 1993, ETH, 1237, 23 APR 2023,GBR,London,5
89, Koen NAERT,03 SEP 1989, BEL, 1237, 05 NOV 2023,USA,New York,4
89, Koen NAERT,03 SEP 1989, BEL, 1237, 03 SEP 2023,NED,Rotterdam,5
89, Koen NAERT,03 SEP 1989, BEL, 1237, 05 AUG 2023,BEL,Oscar van Rumst Stadion,6
89, Koen NAERT,03 SEP 1989, BEL, 1237, 16 APR 2023,NED,Rotterdam,61
89, Koen NAERT,03 SEP 1989, BEL, 1237, 12 FEB 2023,NED,Schoorl,1
90, Kemal HUSEN,24 MAY 2003, ETH, 1236, 29 OCT 2023,IRL,Dublin,6
90, Kemal HUSEN,24 MAY 2003, ETH, 1236, 12 FEB 2023,UAE,Dubai,20
91, Titus KIPRUTO,25 JUN 1998, KEN, 1235, 03 DEC 2023,ESP,Valencia,8
91, Titus KIPRUTO,25 JUN 1998, KEN, 1235, 27 AUG 2023,ESP,Budapest 2023,4
91, Titus KIPRUTO,25 JUN 1998, KEN, 1235, 05 MAR 2023,JPN,Tokyo,5
92, Kipkemoi KIPRONO,12 SEP 1995, KEN, 1235, 22 OCT 2023,SLO,Ljubljana,2
92, Kipkemoi KIPRONO,12 SEP 1995, KEN, 1235, 22 JUN 2023,CZE,Nyayo National Stadium,8
92, Kipkemoi KIPRONO,12 SEP 1995, KEN, 1235, 03 JUN 2023,JPN,Gqeberha,E
92, Kipkemoi KIPRONO,12 SEP 1995, KEN, 1235, 02 APR 2023,JPN,Paris,2
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 10 DEC 2023,TUR,Mersin,5
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 08 OCT 2023,POR,Lisboa,10
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 29:33.89 ,POR,Kip Keino Classic,OC
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 12 MAR 2023,Carhaix - XC 9.81km,Site de Kerampuilh,6
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 28:57.21 ,Carhaix - XC 9.81km,2nd Athletics Kenya Weekend Meeting,11
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 04 FEB 2023,KEN,Eldoret - XC 10.0km,4
93, Asbel RUTTO,12 FEB 2002, KEN, 1232, 21 JAN 2023,KEN,Nairobi - XC 10.0km,1
94, Michael KAMAU,25 FEB 1992, KEN, 1232, 03 DEC 2023,CHN,Shenzhen,1
94, Michael KAMAU,25 FEB 1992, KEN, 1232, 27 AUG 2023,CHN,Harbin,1
95, Philemon RONO,08 FEB 1991, KEN, 1232, 01 OCT 2023,SVK,Košice,7
95, Philemon RONO,08 FEB 1991, KEN, 1232, 29:20.14 ,SVK,Kenya Police Championships,3
95, Philemon RONO,08 FEB 1991, KEN, 1232, 07 MAY 2023,CZE,Praha,2
95, Philemon RONO,08 FEB 1991, KEN, 1232, 15 JAN 2023,IND,Mumbai,2
96, Cyrus MUTAI,08 JAN 1993, KEN, 1232, 08 OCT 2023,NED,Eindhoven,10
96, Cyrus MUTAI,08 JAN 1993, KEN, 1232, 16 APR 2023,NED,Rotterdam,3
97, Felix KIPKOECH,01 FEB 1998, KEN, 1228, 29 OCT 2023,CHN,Beijing,2
97, Felix KIPKOECH,01 FEB 1998, KEN, 1228, 27 AUG 2023,ARG,Buenos Aires,1
98, Melaku BELACHEW,19 MAY 1990, ETH, 1228, 17 SEP 2023,CHN,Shenyang,1
98, Melaku BELACHEW,19 MAY 1990, ETH, 1228, 16 JUL 2023,CHN,Liupanshui,8
98, Melaku BELACHEW,19 MAY 1990, ETH, 1228, 16 APR 2023,NED,Enschede,49
98, Melaku BELACHEW,19 MAY 1990, ETH, 1228, 19 FEB 2023,ESP,Sevilla,10
99, Boniface KIMUTAI,12 AUG 1995, KEN, 1227, 24 SEP 2023,GER,Berlin,3
99, Boniface KIMUTAI,12 AUG 1995, KEN, 1227, 16 APR 2023,NED,Enschede,6
100, Nicholas KIRWA,16 JUN 1994, KEN, 1227, 03 DEC 2023,CHN,Shenzhen,8
100, Nicholas KIRWA,16 JUN 1994, KEN, 1227, 26 NOV 2023,CHN,Shanghai,4
100, Nicholas KIRWA,16 JUN 1994, KEN, 1227, 27 AUG 2023,MEX,Ciudad de México,5
101, Kennedy KIMUTAI,03 JUN 1999, KEN, 1227, 29 APR 2023,GER,Adi-Dassler-Straße 1,12
101, Kennedy KIMUTAI,03 JUN 1999, KEN, 1227, 19 MAR 2023,USA,New York,27
102, Getaneh MOLLA,10 JAN 1994, ETH, 1226, 03 DEC 2023,ESP,Valencia,3
102, Getaneh MOLLA,10 JAN 1994, ETH, 1226, 17 SEP 2023,AUS,presented by Asics,14
102, Getaneh MOLLA,10 JAN 1994, ETH, 1226, 18 FEB 2023,AUS,Bathurst,15
103, Justus KANGOGO,10 OCT 1995, KEN, 1226, 24 SEP 2023,GER,Berlin,4
103, Justus KANGOGO,10 OCT 1995, KEN, 1226, 07 MAY 2023,CZE,Praha,F
103, Justus KANGOGO,10 OCT 1995, KEN, 1226, 19 MAR 2023,KOR,Seoul,5
104, Collins Kipkirui KIPKORIR,2001, KEN, 1225, 09 SEP 2023,EST,Tallinn,3
105, Gebru REDAHGNE,23 MAR 2000, ETH, 1224, 29 OCT 2023,CHN,Changsha,2
105, Gebru REDAHGNE,23 MAR 2000, ETH, 1224, 22 OCT 2023,CHN,Dongying,13
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 01 OCT 2023,LAT,Riga,7
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 03 JUN 2023,RSA,Gqeberha - South African Half Marathon Ch,3
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 28:42.22 ,RSA,Cape Milers Club/Endurocad Middle distance invitational 3,3
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 30 MAR 2023,RSA,McArthur Stadium,1
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 11 MAR 2023,RSA,U18,38
106, Elroy GELANT,25 AUG 1986, RSA, 1224, 18 FEB 2023,AUS,Bathurst,7
107, Debessay DESALE,11 DEC 1988, ERI, 1223, 26 NOV 2023,CHN,Shanghai,24
108, Isaac MPOFU,20 AUG 1988, ZIM, 1222, 03 DEC 2023,ESP,Valencia,15
108, Isaac MPOFU,20 AUG 1988, ZIM, 1222, 27 AUG 2023,ESP,Budapest 2023,19
108, Isaac MPOFU,20 AUG 1988, ZIM, 1222, 17 APR 2023,USA,Boston,1
109, Benard KIPKORIR,10 OCT 1990, KEN, 1222, 10 DEC 2023,TUR,Mersin,3
109, Benard KIPKORIR,10 OCT 1990, KEN, 1222, 15 OCT 2023,RSA,Cape Town,1
109, Benard KIPKORIR,10 OCT 1990, KEN, 1222, 07 MAY 2023,TUR,Izmir,F
110, Titus Kimutai KIPKOSGEI,08 NOV 1998, KEN, 1222, 24 SEP 2023,GER,Berlin,3
110, Titus Kimutai KIPKOSGEI,08 NOV 1998, KEN, 1222, 23 APR 2023,AUT,Wien,1
110, Titus Kimutai KIPKOSGEI,08 NOV 1998, KEN, 1222, 21 JAN 2023,THA,Buri Ram,49
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 10 DEC 2023,Bruxelles,Laeken Park,7
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 05 NOV 2023,USA,New York,40
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 01 OCT 2023,LAT,Riga,2
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 10 SEP 2023,ITA,Pescara,5
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 26 JUL 2023,273m,Castelbuono - Non-standard distance: 11,12
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 01 JUL 2023,ITA,Centro Sportivo Saletti,17
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 28:42.72 ,ITA,European 10,11
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 27:51.00 ,ITA,Night of the 10,9
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 19 MAR 2023,ESP,Barcelona,4
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 12 MAR 2023,ITA,Gubbio - XC 10.0km,8
111, Iliass AOUANI,29 SEP 1995, ITA, 1221, 06 JAN 2023,ITA,San Giorgio su Legnano - XC 10.0km,1
112, Adane KEBEDE,1996, ETH, 1220, 15 OCT 2023,RSA,Cape Town,3
112, Adane KEBEDE,1996, ETH, 1220, 30 APR 2023,MAR,Rabat,4
112, Adane KEBEDE,1996, ETH, 1220, 20 JAN 2023,QAT,Doha,1
113, Robert KWAMBAI,22 NOV 1985, KEN, 1220, 22 OCT 2023,CHN,Dongying,4
113, Robert KWAMBAI,22 NOV 1985, KEN, 1220, 16 APR 2023,CHN,Wuhan,1
114, Ashenafi MOGES,15 NOV 1994, ETH, 1220, 03 JUN 2023,SWE,Stockholm,5
114, Ashenafi MOGES,15 NOV 1994, ETH, 1220, 19 MAR 2023,KOR,Seoul,4
114, Ashenafi MOGES,15 NOV 1994, ETH, 1220, 21 JAN 2023,THA,Buri Ram,6
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 03 DEC 2023,JPN,Hofu,7
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 28:11.52 ,JPN,The 4th NITTAIDAI Challenge Games,25
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 29:23.99 ,JPN,66rd Kyushu Corporate Athletics Championships,17
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 04 MAY 2023,JPN,Nishishina Athletic Stadium,31
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 26 FEB 2023,JPN,Osaka,4
115, Simon KARIUKI,01 APR 1996, KEN, 1218, 29 JAN 2023,JPN,Osaka Half Marathon Course,1
116, Afewerk MESFIN,12 OCT 1992, ETH, 1218, 31 DEC 2023,CHN,Kunming,3
116, Afewerk MESFIN,12 OCT 1992, ETH, 1218, 15 OCT 2023,CHN,Dalian,2
116, Afewerk MESFIN,12 OCT 1992, ETH, 1218, 11 JUN 2023,CHN,Lanzhou,3
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 03 DEC 2023,JPN,Fukuoka,3
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 29 OCT 2023,ESP,Málaga,3
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 08 OCT 2023,FRA,Paris,UNC
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 30 SEP 2023,NOR,Jessheim,1
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 16 SEP 2023,NOR,Oslo,22
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 27 AUG 2023,NOR,Budapest 2023,8
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 23 APR 2023,AUT,Wien,7
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 12 MAR 2023,BEL,Gent - Elite Event,46
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 04 FEB 2023,KEN,Eldoret - XC 10.0km,7
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 22 JAN 2023,ESP,Santa Pola,50
117, Sondre Nordstad MOEN,12 JAN 1991, NOR, 1217, 15 JAN 2023,ESP,Valencia,1
118, Moses KIBET,04 FEB 1997, KEN, 1217, 10 DEC 2023,CHN,Guangzhou,5
118, Moses KIBET,04 FEB 1997, KEN, 1217, 17 SEP 2023,AUS,presented by Asics,9
118, Moses KIBET,04 FEB 1997, KEN, 1217, 29 APR 2023,GER,Adi-Dassler-Straße 1,6
118, Moses KIBET,04 FEB 1997, KEN, 1217, 08 APR 2023,GAB,Port Gentil,20
119, Dejene MEGERSA,24 JAN 2005, ETH, 1217, 29 SEP 2024,GER,Berlin,8
119, Dejene MEGERSA,24 JAN 2005, ETH, 1217, 07 APR 2024,FRA,Paris,3
119, Dejene MEGERSA,24 JAN 2005, ETH, 1217, 07 JAN 2024,UAE,Dubai,1
120, Berhane Tsegay TEKLE,01 JAN 1983, ERI, 1217, 10 DEC 2023,MEX,Monterrey,32
120, Berhane Tsegay TEKLE,01 JAN 1983, ERI, 1217, 27 AUG 2023,MEX,Budapest 2023,3
120, Berhane Tsegay TEKLE,01 JAN 1983, ERI, 1217, 02 APR 2023,KOR,Daegu,5
121, Joel Kemboi KIMURER,21 JAN 1988, KEN, 1217, 29 OCT 2023,CHN,Beijing,5
121, Joel Kemboi KIMURER,21 JAN 1988, KEN, 1217, 19 MAR 2023,ESP,Barcelona,2
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 17 DEC 2023,THA,Chon Buri,16
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 27 AUG 2023,THA,Budapest 2023,2
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 02 JUL 2023,NED,Sportpark Orderbos,2
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 21 MAY 2023,NED,Sportpark De Bongerd,3
122, Tsegaye GETACHEW,30 NOV 1996, ETH, 1216, 05 MAR 2023,JPN,Tokyo,9
123, Bethwel YEGON,05 JAN 1993, KEN, 1216, 03 DEC 2023,JPN,Fukuoka,6
123, Bethwel YEGON,05 JAN 1993, KEN, 1216, 08 OCT 2023,TUR,Ankara,2
123, Bethwel YEGON,05 JAN 1993, KEN, 1216, 23 APR 2023,AUT,Wien,5
123, Bethwel YEGON,05 JAN 1993, KEN, 1216, 26 FEB 2023,USA,Atlanta,4
124, Leonard LANGAT,02 AUG 1996, KEN, 1216, 29 OCT 2023,CHN,Beijing,2
124, Leonard LANGAT,02 AUG 1996, KEN, 1216, 27 AUG 2023,MEX,Ciudad de México,5
124, Leonard LANGAT,02 AUG 1996, KEN, 1216, 24 MAY 2023,MEX,Ulinzi Sports Complex,10
124, Leonard LANGAT,02 AUG 1996, KEN, 1216, 19 MAR 2023,KOR,Seoul,1
125, Michael Mugo GITHAE,26 AUG 1994, KEN, 1215, 03 DEC 2023,JPN,Fukuoka,7
125, Michael Mugo GITHAE,26 AUG 1994, KEN, 1215, 15 OCT 2023,CHN,Shanghai,2
125, Michael Mugo GITHAE,26 AUG 1994, KEN, 1215, 23 APR 2023,JPN,Nagano,1
126, Jie HE,27 DEC 1998, CHN, 1215, 05 OCT 2023,CHN,Qiantang River Green Belt,44
126, Jie HE,27 DEC 1998, CHN, 1215, 27 AUG 2023,CHN,Budapest 2023,3
126, Jie HE,27 DEC 1998, CHN, 1215, 16 JUL 2023,CHN,Liupanshui,10
126, Jie HE,27 DEC 1998, CHN, 1215, 29:45.50 ,CHN,2nd National Grand Prix,8
126, Jie HE,27 DEC 1998, CHN, 1215, 26 APR 2023,CHN,Rizhao,1
126, Jie HE,27 DEC 1998, CHN, 1215, 16 APR 2023,CHN,Wuhan,2
126, Jie HE,27 DEC 1998, CHN, 1215, 19 MAR 2023,CHN,Wuxi,19
127, Richard RINGER,27 FEB 1989, GER, 1215, 03 DEC 2023,ESP,Valencia,38
127, Richard RINGER,27 FEB 1989, GER, 1215, 01 OCT 2023,LAT,Riga,1
127, Richard RINGER,27 FEB 1989, GER, 1215, 10 SEP 2023,GER,Bad Liebenzell,13
127, Richard RINGER,27 FEB 1989, GER, 1215, 26 JUL 2023,273m,Castelbuono - Non-standard distance: 11,16
127, Richard RINGER,27 FEB 1989, GER, 1215, 25 JUN 2023,USA,Boston,6
127, Richard RINGER,27 FEB 1989, GER, 1215, 23 APR 2023,GER,Hamburg,1
127, Richard RINGER,27 FEB 1989, GER, 1215, 26 MAR 2023,GER,Freiburg,6
127, Richard RINGER,27 FEB 1989, GER, 1215, 19 FEB 2023,ESP,Barcelona,4
127, Richard RINGER,27 FEB 1989, GER, 1215, 12 FEB 2023,MON,Monaco,10
128, Khalid CHOUKOUD,23 MAR 1986, NED, 1214, 20 OCT 2024,NED,Amsterdam,58
128, Khalid CHOUKOUD,23 MAR 1986, NED, 1214, 10 AUG 2024,FRA,Stade de France,1
128, Khalid CHOUKOUD,23 MAR 1986, NED, 1214, 18 MAY 2024,CZE,Karlovy Vary,6
128, Khalid CHOUKOUD,23 MAR 1986, NED, 1214, 10 MAR 2024,NED,Den Haag,1
129, Mekuant AYENEW,24 OCT 1991, ETH, 1214, 29 OCT 2023,CHN,Chengdu,3
129, Mekuant AYENEW,24 OCT 1991, ETH, 1214, 19 FEB 2023,ESP,Sevilla,1
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 03 DEC 2023,JPN,Hofu,4
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 15 OCT 2023,JPN,Tokyo,4
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 10 SEP 2023,EST,Tallinn,13
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 12 JUL 2023,JPN,Municipal Stadium,9
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 08 JUL 2023,JPN,Athletic Track,7
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 02 JUL 2023,AUS,Gold Coast,1
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 07 MAY 2023,CAN,Vancouver,12
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 26 FEB 2023,JPN,Osaka,53
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 05 FEB 2023,JPN,Marugame,44
130, Yuki KAWAUCHI,05 MAR 1987, JPN, 1213, 29 JAN 2023,JPN,Osaka Half Marathon Course,8
131, Edward CHESEREK,02 FEB 1994, KEN, 1213, 05 NOV 2023,USA,New York,1
131, Edward CHESEREK,02 FEB 1994, KEN, 1213, 17 SEP 2023,DEN,København,5
131, Edward CHESEREK,02 FEB 1994, KEN, 1213, 19 MAR 2023,USA,New York,8
131, Edward CHESEREK,02 FEB 1994, KEN, 1213, 15 JAN 2023,USA,Houston,2
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 31 DEC 2023,ITA,Bolzano,13
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 10 DEC 2023,Bruxelles,Laeken Park,12
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 28:16.40 ,Bruxelles,World Athletics Championships,F
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 21 JUL 2023,Monaco - Diamond Discipline,Stade Louis II,3
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 25 JUN 2023,POL,Stadion Śląski,1
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 17 JUN 2023,ITA,Stadio Comunale,1
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 28:08.83 ,ITA,European 10,5
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 02 APR 2023,ITA,Milano,2
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 15 JAN 2023,ITA,San Vittore Olona - XC 10.2km,3
132, Yemaneberhan CRIPPA,15 OCT 1996, ITA, 1212, 06 JAN 2023,ITA,San Giorgio su Legnano - XC 10.0km,14
133, Nicolas NAVARRO,12 MAR 1991, FRA, 1212, 03 DEC 2023,ESP,Valencia,3
133, Nicolas NAVARRO,12 MAR 1991, FRA, 1212, 29 OCT 2023,FRA,Cassis,8
133, Nicolas NAVARRO,12 MAR 1991, FRA, 1212, 08 OCT 2023,FRA,Paris,8
133, Nicolas NAVARRO,12 MAR 1991, FRA, 1212, 19 FEB 2023,ESP,Sevilla,7
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 03 DEC 2023,JPN,Fukuoka,8
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 17 SEP 2023,AUS,presented by Asics,1
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 01 JUL 2023,AUS,Southport,1
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 11 JUN 2023,AUS,Riverbend Park,7
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 23 APR 2023,GBR,London,31
134, Brett ROBINSON,08 MAY 1991, AUS, 1212, 18 FEB 2023,AUS,Bathurst,70
135, Ken NAKAYAMA,24 FEB 1997, JPN, 1211, 05 MAR 2023,JPN,Tokyo,18
136, Samuel FITWI SIBHATU,01 JAN 1996, GER, 1211, 24 SEP 2023,GER,Berlin,9
136, Samuel FITWI SIBHATU,01 JAN 1996, GER, 1211, 02 APR 2023,GER,Berlin,41
136, Samuel FITWI SIBHATU,01 JAN 1996, GER, 1211, 19 FEB 2023,ESP,Sevilla,13
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 28:09.76 ,ESP,Japan 10,6
137, Yohei IKEDA,22 JUN 1998, JPN, 1209, 25 NOV 2023,JPN,NITTAIDAI Athletic Stadium,6
