Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
1848,Nick EARL,22 Sep 1984,GBR,902, 08 JAN 2023,855, Cadbury Estate
1849,Piera Niillas TOBIASSEN,1992,NOR,902, 16 SEP 2023,896, Oslo - Norwegian Marathon Ch.
1849,Piera Niillas TOBIASSEN,1992,NOR,902, 03 SEP 2023,874, Drammen
1850,Tyler BUTTERFIELD,1983,BER,902, 03 DEC 2023,927, Fukuoka
1850,Tyler BUTTERFIELD,1983,BER,902, 19 FEB 2023,937, Sevilla
1851,Simon STÜTZEL,28 Nov 1986,GER,902, 29 OCT 2023,876, Frankfurt
1851,Simon STÜTZEL,28 Nov 1986,GER,902, 24 SEP 2023,918, Berlin
1851,Simon STÜTZEL,28 Nov 1986,GER,902, 10 SEP 2023,919, Bad Liebenzell
1851,Simon STÜTZEL,28 Nov 1986,GER,902, 09 JUL 2023,943, Auestadion
1851,Simon STÜTZEL,28 Nov 1986,GER,902, 20 MAY 2023,984, Carl-Kaufmann-Stadion
1851,Simon STÜTZEL,28 Nov 1986,GER,902, 14 MAY 2023,999, Schönbuchstadion
1851,Simon STÜTZEL,28 Nov 1986,GER,902, 16 APR 2023,873, Linz
1852,Thomas CHARLES,18 Feb 1984,GBR,902, 15 OCT 2023,888, Amsterdam
1852,Thomas CHARLES,18 Feb 1984,GBR,902, 27 AUG 2023,916, Larne
1852,Thomas CHARLES,18 Feb 1984,GBR,902, 30 APR 2023,838, Rhodes
1853,Masashi AIBA,03 May 1994,JPN,902, 03 DEC 2023,847, Fukuoka
1853,Masashi AIBA,03 May 1994,JPN,902, 26 FEB 2023,946, Osaka
1853,Masashi AIBA,03 May 1994,JPN,902, 05 FEB 2023,847, Marugame
1854,Peter MACKRELL,09 Jan 1982,GBR,902, 01 OCT 2023,756, Košice
1854,Peter MACKRELL,09 Jan 1982,GBR,902, 24 SEP 2023,813, Warszawa
1854,Peter MACKRELL,09 Jan 1982,GBR,902, 05 MAR 2023,885, Tokyo
1855,Haidong WU,12 Oct 2003,CHN,902, 10 DEC 2023,779, Guangzhou
1855,Haidong WU,12 Oct 2003,CHN,902, 29 OCT 2023,850, Beijing
1855,Haidong WU,12 Oct 2003,CHN,902, 29 OCT 2023,872, Beijing
1856,Hosea KIPKEMBOI,01 Oct 1989,KEN,901, 08 OCT 2023,976, Sofia
1856,Hosea KIPKEMBOI,01 Oct 1989,KEN,901, 21 JAN 2023,1041, Buri Ram
1857,Joni HIRVIKALLIO,11 Sep 1990,FIN,901, 03 DEC 2023,943, Valencia
1857,Joni HIRVIKALLIO,11 Sep 1990,FIN,901, 01 OCT 2023,860, Riga
1857,Joni HIRVIKALLIO,11 Sep 1990,FIN,901, 07 MAY 2023,B, Helsinki - XC 10.0km
1858,John BINZAK,23 May 1992,USA,901, 03 DEC 2023,935, Sacramento
1858,John BINZAK,23 May 1992,USA,901, 22 OCT 2023,867, Valencia
1858,John BINZAK,23 May 1992,USA,901, 15 JAN 2023,814, Houston
1859,Luke TRIMBLE,,USA,901, 05 NOV 2023,798, New York
1859,Luke TRIMBLE,,USA,901, 08 OCT 2023,869, Chicago
1860,Fausto ALONSO,28 Sep 1996,ARG,901, 15 OCT 2023,869, CeNARD
1860,Fausto ALONSO,28 Sep 1996,ARG,901, 09 JUN 2023,D, Concepción del Uruguay
1860,Fausto ALONSO,28 Sep 1996,ARG,901, 14 MAY 2023,805, Cef N°3 Hugo Mario La Nasa
1860,Fausto ALONSO,28 Sep 1996,ARG,901, 13 MAY 2023,1005, Cef N°3 Hugo Mario La Nasa
1860,Fausto ALONSO,28 Sep 1996,ARG,901, 23 APR 2023,808, CeNARD
1860,Fausto ALONSO,28 Sep 1996,ARG,901, 22 APR 2023,794, CeNARD
1861,Giovani DOS SANTOS,01 Jul 1981,BRA,900, 31 DEC 2023,827, São Paulo
1861,Giovani DOS SANTOS,01 Jul 1981,BRA,900, 24 SEP 2023,897, Vitoria
1861,Giovani DOS SANTOS,01 Jul 1981,BRA,900, 27 AUG 2023,904, Ribeirao Preto
1861,Giovani DOS SANTOS,01 Jul 1981,BRA,900, 20 AUG 2023,970, Rio de Janeiro
1861,Giovani DOS SANTOS,01 Jul 1981,BRA,900, 02 JUL 2023,902, Goiania
1861,Giovani DOS SANTOS,01 Jul 1981,BRA,900, 02 APR 2023,951, Sao Paolo
1862,Haile BEKUMA,14 Mar 1990,ETH,900, 03 DEC 2023,951, Bangkok
1863,Sora YOSHINO,29 Jun 1999,JPN,900, 03 DEC 2023,882, Fukuoka
1863,Sora YOSHINO,29 Jun 1999,JPN,900, 05 FEB 2023,805, Beppu
1864,Simon BONG,1997,GER,900, 17 SEP 2023,900, Hamburg
1864,Simon BONG,1997,GER,900, 03 SEP 2023,877, Hamburg
1864,Simon BONG,1997,GER,900, 31:24.38 ,839, Hamburg
1865,Luis QUESADA,,CRC,900, 15 OCT 2023,902, Amsterdam
1867,Guangyue REN,22 Jul 1999,CHN,899, 17 SEP 2023,825, Shenyang
1867,Guangyue REN,22 Jul 1999,CHN,899, DNF ,F, Shenyang
1867,Guangyue REN,22 Jul 1999,CHN,899, 12 AUG 2023,898, Athletics Field of Anhui Vocational and Technical College
1867,Guangyue REN,22 Jul 1999,CHN,899, 30:20.93 ,925, 2nd National Grand Prix
1867,Guangyue REN,22 Jul 1999,CHN,899, 26 APR 2023,889, Rizhao
1867,Guangyue REN,22 Jul 1999,CHN,899, 18 FEB 2023,GW, Bathurst
1867,Guangyue REN,22 Jul 1999,CHN,899, 18 FEB 2023,GW, Bathurst
1868,Roberto LADEIRAS,1992,POR,899, 24 SEP 2023,919, Viana do Castelo
1868,Roberto LADEIRAS,1992,POR,899, 19 FEB 2023,1004, Sevilla
1868,Roberto LADEIRAS,1992,POR,899, 22 JAN 2023,F, Viana do Castelo
1869,James MAREGU,22 Jul 1984,KEN,899, 26 NOV 2023,959, National Stadium
1869,James MAREGU,22 Jul 1984,KEN,899, 01 OCT 2023,833, Kuala Lumpur
1870,Ludovic ROUSSEAU,10 Mar 1986,FRA,899, 03 DEC 2023,949, Valencia
1870,Ludovic ROUSSEAU,10 Mar 1986,FRA,899, 11 JUN 2023,755, Paris
1870,Ludovic ROUSSEAU,10 Mar 1986,FRA,899, 05 MAR 2023,846, Paris
1871,Connor RECK,19 May 1993,USA,899, 03 DEC 2023,943, Sacramento
1871,Connor RECK,19 May 1993,USA,899, 17 JUN 2023,855, Duluth
1872,Mustapha LHAMZI,1971,FRA,899, 08 OCT 2023,799, Paris
1872,Mustapha LHAMZI,1971,FRA,899, 24 SEP 2023,864, Berlin
1872,David DALMAU,,ESP,899, 10 MAR 2024,934, Barcelona
1872,David DALMAU,,ESP,899, 11 FEB 2024,864, Barcelona
1874,Ligang ZHANG,,CHN,899, 17 DEC 2023,931, Hangzhou
1875,Guillaume DUPIRE,04 Mar 1986,FRA,899, 24 SEP 2023,922, Berlin
1875,Guillaume DUPIRE,04 Mar 1986,FRA,899, 27 MAY 2023,782, Ottawa
1876,Shuangxi ZHOU,02 Oct 1982,CHN,899, 31 DEC 2023,896, Shenzhen
1876,Shuangxi ZHOU,02 Oct 1982,CHN,899, 10 DEC 2023,855, Guangzhou
1876,Shuangxi ZHOU,02 Oct 1982,CHN,899, 12 NOV 2023,902, Nanchang
1876,Shuangxi ZHOU,02 Oct 1982,CHN,899, 29 OCT 2023,874, Beijing
1877,Stephen PADDOCK,06 Oct 1994,USA,898, 03 DEC 2023,808, Sacramento
1877,Stephen PADDOCK,06 Oct 1994,USA,898, 14 OCT 2023,989, Valley Cottage
1877,Stephen PADDOCK,06 Oct 1994,USA,898, 25 MAR 2023,897, Valley Cottage
1877,Stephen PADDOCK,06 Oct 1994,USA,898, 15 JAN 2023,937, Houston
1878,Ruben SANÇA,13 Dec 1986,CPV,898, 17 JUN 2023,841, Duluth
1879,Chris BENDTSEN,29 Feb 1992,USA,898, 03 DEC 2023,846, Sacramento
1879,Chris BENDTSEN,29 Feb 1992,USA,898, 14 OCT 2023,950, Valley Cottage
1879,Chris BENDTSEN,29 Feb 1992,USA,898, 19 MAR 2023,844, New York
1880,Timothy THORNBURG,,USA,898, 17 JUN 2023,925, Duluth
1881,Muga HAMAZAKI,03 Oct 1985,JPN,898, 31 MAR 2024,812, Fukui
1881,Muga HAMAZAKI,03 Oct 1985,JPN,898, 25 FEB 2024,923, Osaka
1882,Leonardo ALVES,,BRA,898, 24 SEP 2023,918, Salvador
1883,Manuel HERRAINZ,1979,ARG,898, 25 AUG 2024,918, Buenos Aires
1883,Manuel HERRAINZ,1979,ARG,898, 30 JUN 2024,878, Rosario
1883,Thibault DE RIJDT,,BEL,898, 24 SEP 2023,879, Berlin
1885,Ivan MARTINEZ,,ESP,898, 18 FEB 2024,917, Sevilla
1885,Ivan MARTINEZ,,ESP,898, 21 JAN 2024,880, Santa Pola
1885,Ivan MARTINEZ,,ESP,898, 14 JAN 2024,816, Valencia
1886,Martin MISTELBAUER,1982,AUT,898, 17 DEC 2023,789, Prater Hauptallee
1886,Martin MISTELBAUER,1982,AUT,898, 24 SEP 2023,917, Berlin
1886,Martin MISTELBAUER,1982,AUT,898, 12 MAR 2023,832, Prater Hauptallee
1887,Tim HEWITT,15 Dec 1986,AUS,898, 06 OCT 2024,880, Perth
1887,Tim HEWITT,15 Dec 1986,AUS,898, 06 JUL 2024,868, Gold Coast
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 22 OCT 2023,916, Poznan
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 10 SEP 2023,813, Vilnius
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 05 AUG 2023,785, Jāņa Daliņa Stadium
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 30 JUL 2023,777, Palangos Stadionas
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 31:32.99 ,827, Palangos Stadionas
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 04 JUN 2023,781, S. Darius & S. Girėnas Stadium
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 03 JUN 2023,736, S. Darius & S. Girėnas Stadium
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 07 MAY 2023,878, Riga
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 19 FEB 2023,792, LAM
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 16 FEB 2023,F, Mažeikiai
1888,Aurimas RIMKUS,12 Jan 1988,LTU,898, 28 JAN 2023,841, Lengvosios Atletikos Manieže
1889,Selim SEVEN,20 May 1999,TUR,898, 10 DEC 2023,895, Mersin
1890,Morgan ROBERTS,,GBR,898, 08 OCT 2023,898, Eindhoven
1890,Morgan ROBERTS,,GBR,898, 26 JUL 2023,816, Tooting Bec Athletics Track
1890,Morgan ROBERTS,,GBR,898, 19 FEB 2023,844, Sevilla
1891,Rui TEIXEIRA,22 Mar 1982,POR,897, 08 OCT 2023,927, Lisboa
1891,Rui TEIXEIRA,22 Mar 1982,POR,897, 24 SEP 2023,943, Viana do Castelo
1891,Rui TEIXEIRA,22 Mar 1982,POR,897, 23 APR 2023,832, Aveiro
1891,Rui TEIXEIRA,22 Mar 1982,POR,897, 12 MAR 2023,921, Lisboa - Elite Event
1891,Rui TEIXEIRA,22 Mar 1982,POR,897, 05 FEB 2023,F, Oropesa del Mar - XC 8.7km
1892,Tariku HUNDE,,ETH,897, 03 DEC 2023,950, Bangkok
1892,Tariku HUNDE,,ETH,897, 12 NOV 2023,832, Nakhon Ratchasima
1893,Jonas NIELSEN,23 Feb 1992,DEN,897, 15 OCT 2023,943, Amsterdam
1893,Jonas NIELSEN,23 Feb 1992,DEN,897, 30 SEP 2023,777, Århus
1893,Jonas NIELSEN,23 Feb 1992,DEN,897, 17 SEP 2023,825, København
1894,Fernando ESPERANZA,12 Feb 1987,ESP,897, 03 DEC 2023,931, Valencia
1894,Fernando ESPERANZA,12 Feb 1987,ESP,897, 19 NOV 2023,GL, Soria - XC 8.801km
1894,Fernando ESPERANZA,12 Feb 1987,ESP,897, 22 OCT 2023,859, Valencia
1894,Fernando ESPERANZA,12 Feb 1987,ESP,897, 14 MAY 2023,836, Santander
1895,Pierre Antoine RUEL,1995,FRA,897, 26 NOV 2023,925, La Rochelle
1896,Spencer FRISKE,,USA,897, 23 JUN 2024,859, Boston
1896,Spencer FRISKE,,USA,897, 03 FEB 2024,914, Orlando
1897,Jacob BROCKMANN,,AUS,897, 03 DEC 2023,913, Valencia
1897,Jacob BROCKMANN,,AUS,897, 31:42.30 ,815, Valencia
1898,Markus RANNANKARI,22 Aug 1987,FIN,897, 03 DEC 2023,911, Valencia
1898,Markus RANNANKARI,22 Aug 1987,FIN,897, 14 OCT 2023,866, Vantaa
1898,Markus RANNANKARI,22 Aug 1987,FIN,897, 23 SEP 2023,A, Lidingö - XC 30.0km
1898,Markus RANNANKARI,22 Aug 1987,FIN,897, 07 MAY 2023,787, Riga
1898,Markus RANNANKARI,22 Aug 1987,FIN,897, 15 APR 2023,805, Pyhtää
1899,Yusuf ÖNAL,13 Jun 1999,TUR,897, 17 DEC 2023,889, Gaziantep
1899,Yusuf ÖNAL,13 Jun 1999,TUR,897, 07 MAY 2023,905, Izmir
1900,Colin GRIFFIN,03 Aug 1982,IRL,897, 29 OCT 2023,892, Dublin
1900,Colin GRIFFIN,03 Aug 1982,IRL,897, 23 JUL 2023,769, Phoenix Park
1900,Colin GRIFFIN,03 Aug 1982,IRL,897, 30 APR 2023,900, Belfast
1901,Barnabas KIPLIMO,,KEN,897, 17 SEP 2023,896, presented by Asics
1902,Jonathan DURAND,1989,FRA,896, 03 DEC 2023,998, Valencia
1902,Jonathan DURAND,1989,FRA,896, 17 JUN 2023,791, Langueux
1902,Jonathan DURAND,1989,FRA,896, 03 JUN 2023,792, Stade Complexe Sportif Jean-Paul Chasseboeuf
1902,Jonathan DURAND,1989,FRA,896, 21 MAY 2023,838, Stade Mainguet
1902,Jonathan DURAND,1989,FRA,896, 32:01.05 ,791, Stade Mainguet
1902,Jonathan DURAND,1989,FRA,896, 02 APR 2023,956, Paris
1902,Jonathan DURAND,1989,FRA,896, 22 JAN 2023,892, Saint Gregoire
1902,Jonathan DURAND,1989,FRA,896, 15 JAN 2023,838, Salle Maryvonne Dupureur
1903,Paul PIPER,,GBR,896, 03 DEC 2023,957, Valencia
1903,Paul PIPER,,GBR,896, 22 OCT 2023,835, Valencia
1905,Aziz BOUTOIL,14 Oct 1986,ESP,896, 03 DEC 2023,948, Valencia
1905,Aziz BOUTOIL,14 Oct 1986,ESP,896, 19 NOV 2023,GL, Soria - XC 8.801km
1905,Aziz BOUTOIL,14 Oct 1986,ESP,896, 29 JAN 2023,B, Circuito Las Balsas
1906,Fabian Salvatore SPOSATO,1996,ITA,896, 29 OCT 2023,844, Frankfurt
1906,Fabian Salvatore SPOSATO,1996,ITA,896, 03 JUN 2023,775, Universitätsstadion Am Biopark
1906,Fabian Salvatore SPOSATO,1996,ITA,896, 26 MAR 2023,828, Hannover
1907,Alex TURNER,,USA,896, 08 OCT 2023,940, Chicago
1907,Alex TURNER,,USA,896, 17 APR 2023,853, Boston
1908,Ben MCINTOSH,,GBR,896, 08 OCT 2023,854, Eindhoven
1909,Simon EECKHOUT,,BEL,896, 03 DEC 2023,937, Valencia
1909,Simon EECKHOUT,,BEL,896, 03 JUN 2023,788, Olse Merksem Atletiek Arena
1909,Simon EECKHOUT,,BEL,896, 03 JUN 2023,788, Olse Merksem Atletiek Arena
1910,Dion FINOCCHIARO,30 Aug 1988,AUS,896, 15 OCT 2023,840, Cricket Ground
1910,Dion FINOCCHIARO,30 Aug 1988,AUS,896, 02 JUL 2023,873, Gold Coast - Oceania Marathon Championships
1910,Dion FINOCCHIARO,30 Aug 1988,AUS,896, 02 FEB 2023,765, Gold Coast - Oceania Marathon Championships
1911,Michael MCMAHON,1980,IRL,896, 29 OCT 2023,888, Dublin
1912,Hongliang LIU,02 Apr 1997,CHN,896, 15 OCT 2023,757, Changzhou
1912,Hongliang LIU,02 Apr 1997,CHN,896, 30:10.97 ,939, 2nd National Grand Prix
1912,Hongliang LIU,02 Apr 1997,CHN,896, 26 APR 2023,989, Rizhao
1912,Hongliang LIU,02 Apr 1997,CHN,896, 16 APR 2023,902, Yangzhou
1912,Hongliang LIU,02 Apr 1997,CHN,896, 13 APR 2023,908, Sports Center
1912,Hongliang LIU,02 Apr 1997,CHN,896, 09 APR 2023,890, Sports Center
1912,Hongliang LIU,02 Apr 1997,CHN,896, 30:31.90 ,910, Sports Center
1913,Deresa FIKADU,,ETH,896, 03 DEC 2023,893, Bangkok
1914,Fabian KUKLINSKI,1994,GER,896, 01 OCT 2023,790, Köln
1915,Sho MIURA,22 Jul 1984,JPN,896, 03 DEC 2023,894, Fukuoka
1915,Sho MIURA,22 Jul 1984,JPN,896, 05 MAR 2023,845, Tokyo
1916,Pierre-Yves FACOMPREZ,1983,FRA,896, 10 DEC 2023,857, Málaga
1917,Masanori KAMIYA,17 Jan 1981,JPN,896, 19 NOV 2023,897, Kobe
1917,Masanori KAMIYA,17 Jan 1981,JPN,896, 26 FEB 2023,888, Osaka
1917,Masanori KAMIYA,17 Jan 1981,JPN,896, 05 FEB 2023,879, Beppu
1918,Jackson RURI,,KEN,895, 22 SEP 2024,F, Foz do Iguacu
1918,Jackson RURI,,KEN,895, 01 SEP 2024,940, Santa Maria
1918,Jackson RURI,,KEN,895, 04 AUG 2024,845, Joao Pessoa
1919,Samuel PALOMERA,,ESP,895, 03 DEC 2023,939, Valencia
1919,Samuel PALOMERA,,ESP,895, 22 OCT 2023,790, Valencia
1919,Samuel PALOMERA,,ESP,895, 22 OCT 2023,851, Valencia
1919,Samuel PALOMERA,,ESP,895, 26 FEB 2023,920, Castellón
1920,Furuya YOSHIHIRO,20 Oct 1978,JPN,895, 03 DEC 2023,927, Fukuoka
1920,Furuya YOSHIHIRO,20 Oct 1978,JPN,895, 05 MAR 2023,868, Tokyo
1921,Stuart RUSSELL,12 Oct 1992,USA,895, 03 DEC 2023,759, Sacramento
1921,Stuart RUSSELL,12 Oct 1992,USA,895, 17 JUN 2023,917, Duluth
1921,Stuart RUSSELL,12 Oct 1992,USA,895, 25 MAR 2023,885, Duluth
1921,Stuart RUSSELL,12 Oct 1992,USA,895, 04 FEB 2023,832, Duluth
1922,David GAKURU,1997,RWA,895, 11 JUN 2023,906, Kigali
1923,Lothar WYRWOLL,14 Oct 1992,GER,895, 25 NOV 2023,B, Gelände um das Deutsch-Luxemburgische Schengen-Lyzeum
1923,Lothar WYRWOLL,14 Oct 1992,GER,895, 01 OCT 2023,891, Köln - German Marathon Ch.
1923,Lothar WYRWOLL,14 Oct 1992,GER,895, 07 JUN 2023,800, Stadion Hacheney
1923,Lothar WYRWOLL,14 Oct 1992,GER,895, 27 MAY 2023,778, Walter Mundorf Stadion
1923,Lothar WYRWOLL,14 Oct 1992,GER,895, 02 APR 2023,874, Paris
1923,Lothar WYRWOLL,14 Oct 1992,GER,895, 05 MAR 2023,814, Leverkusen
1924,Aaron GILLIAM,27 Dec 1999,USA,894, 03 DEC 2023,827, Sacramento
1924,Aaron GILLIAM,27 Dec 1999,USA,894, 14 MAY 2023,1037, Sacramento
1924,Aaron GILLIAM,27 Dec 1999,USA,894, 12 MAY 2023,968, Sacramento
1924,Aaron GILLIAM,27 Dec 1999,USA,894, 28 APR 2023,1008, Sacramento
1924,Aaron GILLIAM,27 Dec 1999,USA,894, 15 APR 2023,1003, Sacramento
1924,Aaron GILLIAM,27 Dec 1999,USA,894, 01 APR 2023,806, Sacramento
1924,Aaron GILLIAM,27 Dec 1999,USA,894, 23 MAR 2023,909, Sacramento
1924,Aaron GILLIAM,27 Dec 1999,USA,894, 04 FEB 2023,1068, Sacramento
1926,Matthew KRUGER,01 May 1988,USA,894, 03 DEC 2023,926, Sacramento
1926,Matthew KRUGER,01 May 1988,USA,894, 05 MAR 2023,933, Tokyo
1926,Matthew KRUGER,01 May 1988,USA,894, 15 JAN 2023,829, Houston
1927,Scott MINDEL,1986,USA,894, 17 JUN 2023,922, Duluth
1928,Michael LOZANO,15 Feb 1981,FRA,893, 03 DEC 2023,963, Valencia
1928,Michael LOZANO,15 Feb 1981,FRA,893, 24 SEP 2023,823, Montbéliard
1929,Shota NIINO,06 Nov 1988,JPN,893, 03 DEC 2023,943, Hofu
1929,Shota NIINO,06 Nov 1988,JPN,893, 05 FEB 2023,876, Beppu
1929,Shota NIINO,06 Nov 1988,JPN,893, 29 JAN 2023,763, Osaka Half Marathon Course
1930,Markus Løkke GRANAAS,07 Mar 1998,NOR,893, 29 OCT 2023,783, Frankfurt
1931,Cicero EVANDRO,17 Nov 1997,BRA,893, 24 SEP 2023,926, Salvador
1931,Cicero EVANDRO,17 Nov 1997,BRA,893, 20 AUG 2023,792, Cali
1931,Cicero EVANDRO,17 Nov 1997,BRA,893, 03 JUN 2023,F, Porto Alegre
1931,Cicero EVANDRO,17 Nov 1997,BRA,893, 19 FEB 2023,945, Sevilla
1932,Karel SPLÍTEK,1989,CZE,893, 24 SEP 2023,908, Berlin
1932,Karel SPLÍTEK,1989,CZE,893, 02 SEP 2023,783, Praha
1932,Karel SPLÍTEK,1989,CZE,893, 07 MAY 2023,869, Praha - Czech Marathon Ch.
1933,Silviu STOICA,13 Aug 1988,ROU,893, 16 DEC 2023,815, Abu Dhabi
1933,Silviu STOICA,13 Aug 1988,ROU,893, 28 OCT 2023,B, Poiana Stampei - XC 10.0km
1933,Silviu STOICA,13 Aug 1988,ROU,893, 22 OCT 2023,872, Timisoara
1933,Silviu STOICA,13 Aug 1988,ROU,893, 15 OCT 2023,879, Bucureşti
1933,Silviu STOICA,13 Aug 1988,ROU,893, 19 AUG 2023,860, Reykjavík
1933,Silviu STOICA,13 Aug 1988,ROU,893, 14 MAY 2023,845, Varna
1934,Vincent TURMO,1995,FRA,893, 03 DEC 2023,887, Valencia
1934,Vincent TURMO,1995,FRA,893, 02 APR 2023,787, Paris
1935,Matt WILLIAMS,02 Mar 1987,USA,893, 14 OCT 2023,893, Valley Cottage
1935,Matt WILLIAMS,02 Mar 1987,USA,893, 17 JUN 2023,894, Duluth
1935,Brian CONROY,22 Oct 1990,IRL,893, 29 OCT 2023,894, Dublin
1935,Brian CONROY,22 Oct 1990,IRL,893, 26 AUG 2023,B, Tullamore Harriers AC Stadium
1935,Brian CONROY,22 Oct 1990,IRL,893, 16 APR 2023,893, Rotterdam
1937,Steven BAYTON,06 Aug 1991,GBR,892, 03 DEC 2023,958, Valencia
1937,Steven BAYTON,06 Aug 1991,GBR,892, 16 SEP 2023,826, Oslo
1937,Steven BAYTON,06 Aug 1991,GBR,892, 01 APR 2023,837, Praha
1938,Aleksey NAUMENKO,27 Jun 1994,RUS,892, 17 SEP 2023,803, Moskva
1938,Aleksey NAUMENKO,27 Jun 1994,RUS,892, 03 SEP 2023,943, Perm
1938,Aleksey NAUMENKO,27 Jun 1994,RUS,892, 11 JUN 2023,841, St. Petersburg
1939,Jens ZIGANKE,18 Jan 1988,GER,892, 29 OCT 2023,860, Frankfurt
1939,Jens ZIGANKE,18 Jan 1988,GER,892, 01 OCT 2023,790, Riga
1939,Jens ZIGANKE,18 Jan 1988,GER,892, 10 SEP 2023,765, Bad Liebenzell
1939,Jens ZIGANKE,18 Jan 1988,GER,892, 26 MAR 2023,900, Freiburg
1940,Pardon NDHLOVU,23 Aug 1987,USA,892, 12 NOV 2023,835, Boston
1940,Pardon NDHLOVU,23 Aug 1987,USA,892, 14 OCT 2023,863, Valley Cottage
1940,Pardon NDHLOVU,23 Aug 1987,USA,892, 17 JUN 2023,922, Duluth
1941,Jef TORBEYNS,15 May 1995,BEL,892, 21 APR 2024,910, Enschede
1941,Jef TORBEYNS,15 May 1995,BEL,892, 10 MAR 2024,874, Atletiekstadium Gentbrugge
1942,Edgardo CONFESSA,,ITA,892, 05 NOV 2023,876, New York
1942,Edgardo CONFESSA,,ITA,892, 02 APR 2023,793, Milano
1943,Thibaut VANDEN DORPE,1988,FRA,892, 18 NOV 2023,810, Lille
1943,Thibaut VANDEN DORPE,1988,FRA,892, 22 OCT 2023,762, St. Omer - French 5km Road Running Championships
1943,Thibaut VANDEN DORPE,1988,FRA,892, 08 OCT 2023,820, Marchiennes
1943,Thibaut VANDEN DORPE,1988,FRA,892, 16 APR 2023,906, Rotterdam
1943,Thibaut VANDEN DORPE,1988,FRA,892, 19 MAR 2023,824, Lille
1944,Marco FASEL,1993,SUI,892, 02 APR 2023,794, Berlin
1945,Nicola CHRISTIAENS,,BEL,892, 08 OCT 2023,885, Eindhoven
1946,Daiki NAKAYAMA,29 Jul 1999,JPN,891, 03 DEC 2023,812, Hofu
1946,Daiki NAKAYAMA,29 Jul 1999,JPN,891, 19 AUG 2023,857, Athletic Stadium
1946,Daiki NAKAYAMA,29 Jul 1999,JPN,891, 21 MAY 2023,898, Municipal Stadium
1946,Daiki NAKAYAMA,29 Jul 1999,JPN,891, 26 FEB 2023,B, Uminonakamichi Seaside Park Cross Country Course
1946,Daiki NAKAYAMA,29 Jul 1999,JPN,891, 05 FEB 2023,889, Beppu
1947,Matt DYNAN,,USA,891, 17 JUN 2023,943, Duluth
1947,Matt DYNAN,,USA,891, 15 JAN 2023,945, Houston
1949,Masaki KUSUMOTO,29 Jun 1988,JPN,891, 19 NOV 2023,928, Kobe
1949,Masaki KUSUMOTO,29 Jun 1988,JPN,891, 29 JAN 2023,817, Osaka Half Marathon Course
1950,Jack BROMLEY,,GBR,891, 24 SEP 2023,927, Berlin
1951,Givaldo ARAUJO,01 Sep 1992,BRA,891, 31 DEC 2023,842, São Paulo
1952,Maciek MIERECZKO,1979,GER,891, 29 OCT 2023,867, Frankfurt
1952,Maciek MIERECZKO,1979,GER,891, 02 APR 2023,779, Brunssum
1953,Ad SLUIJTER,,NED,891, 16 APR 2023,871, Rotterdam
1954,Koki OZAWA,,JPN,891, 24 SEP 2023,887, Berlin
1954,Koki OZAWA,,JPN,891, DNF ,F, Berlin
1956,Mikel ECHAMENDI,,ESP,890, 03 DEC 2023,923, Valencia
1956,Mikel ECHAMENDI,,ESP,890, 22 OCT 2023,857, Valencia
1956,Mikel ECHAMENDI,,ESP,890, 15 JAN 2023,792, Valencia
1957,Daisuke SAKAMOTO,27 Jul 1987,JPN,890, 19 NOV 2023,861, Kobe
1957,Daisuke SAKAMOTO,27 Jul 1987,JPN,890, 29 JAN 2023,844, Osaka Half Marathon Course
1958,Ignacio OLIVA,27 Mar 1987,ARG,890, 05 NOV 2023,B, San Isidro
1958,Ignacio OLIVA,27 Mar 1987,ARG,890, 05 NOV 2023,835, San Isidro
1958,Ignacio OLIVA,27 Mar 1987,ARG,890, 31:50.51 ,805, San Isidro
1958,Ignacio OLIVA,27 Mar 1987,ARG,890, 24 SEP 2023,829, Buenos Aires
1958,Ignacio OLIVA,27 Mar 1987,ARG,890, 27 AUG 2023,908, Buenos Aires
1960,Geofrey KIPKOECH,,KEN,890, 10 DEC 2023,878, Monterrey
1960,Geofrey KIPKOECH,,KEN,890, 22 OCT 2023,903, Juárez
1960,Geofrey KIPKOECH,,KEN,890, 24 SEP 2023,836, León
1960,Geofrey KIPKOECH,,KEN,890, 26 MAR 2023,831, Zapopán
1961,Daniel BARALDÉS,,ESP,890, 10 MAR 2024,879, Barcelona
1962,Ignacio SANCHEZ GARCIA,08 Jun 1983,FRA,890, 16 APR 2023,896, Zaragoza
1963,William WEYNAND,24 Mar 1992,BEL,890, 15 OCT 2023,884, Amsterdam
1963,William WEYNAND,24 Mar 1992,BEL,890, 24 SEP 2023,858, Remich
1964,Tsegaye KERESS,,ETH,890, 10 DEC 2023,829, Bangkok
